q,lat,lng,region_res5,region_res4
amc,37.79245,-90.441107,852643dbfffffff,842642bffffffff
amc,43.014259,-89.466183,8527580ffffffff,8427581ffffffff
amc,39.611163,-105.085649,85268ccbfffffff,84268cdffffffff
amc,40.571551,-85.683059,852665a7fffffff,842665bffffffff
amc,40.225771,-85.376274,852a92c7fffffff,842a92dffffffff
amc,42.270594,-88.953205,8527594ffffffff,8427595ffffffff
amc,41.499134,-87.475738,8526640bfffffff,8426641ffffffff
amc,42.009616,-87.765042,852664dbfffffff,842664dffffffff
amc,39.865941,-74.921261,852a1347fffffff,842a135ffffffff
amc,28.032701,-82.542723,85441a13fffffff,84441a1ffffffff
amc,27.848441,-82.348888,85441ad7fffffff,84441adffffffff
amc,30.326985,-81.554875,8544f047fffffff,8444f05ffffffff
amc,33.746407,-84.356074,8544c1abfffffff,8444c1bffffffff
amc,39.318698,-84.421289,852a9313fffffff,842a931ffffffff
amc,28.556068,-81.514896,8544a907fffffff,8444a91ffffffff
amc,35.108411,-80.87448,8544d84bfffffff,8444d85ffffffff
amc,33.53542,-112.261221,8529b6d7fffffff,8429b6dffffffff
amc,30.623526,-81.54653,8544f063fffffff,8444f07ffffffff
amc,41.980001,-87.867561,85275937fffffff,8427593ffffffff
amc,35.803677,-78.809196,852a896ffffffff,842ad6dffffffff
amc,36.172259,-82.838254,852a9b27fffffff,842a9b3ffffffff
amc,31.894478,-106.437373,8548c613fffffff,8448c61ffffffff
amc,39.626958,-79.997668,852a8017fffffff,842a801ffffffff
amc,33.453639,-112.068254,8529b6d3fffffff,8429b6dffffffff
amc,25.705357,-80.286355,8544a18ffffffff,8444a19ffffffff
amc,33.981123,-84.079502,8544c177fffffff,8444c13ffffffff
amc,41.852472,-87.952965,85275927fffffff,8427593ffffffff
amc,29.640681,-90.75728,85444683fffffff,8444469ffffffff
amc,42.365659,-71.06165,852a3067fffffff,842a307ffffffff
amc,38.882656,-94.651544,85265663fffffff,8426567ffffffff
amc,41.126704,-73.384352,852a1083fffffff,842a109ffffffff
amc,32.740605,-96.449266,8526c95bfffffff,8426c95ffffffff
amc,39.909227,-86.065379,852a924ffffffff,842a925ffffffff
amc,47.612861,-122.335178,8528d543fffffff,8428d55ffffffff
amc,47.162566,-122.512358,8528d5d7fffffff,8428d5dffffffff
amc,41.892648,-87.62492,852664c3fffffff,842664dffffffff
amc,35.329429,-94.424505,8526e957fffffff,8426e95ffffffff
amc,32.549043,-84.941948,8544c5b7fffffff,8444c5bffffffff
amc,40.782995,-89.676785,85267537fffffff,8426753ffffffff
amc,41.915727,-87.7645,852664cbfffffff,842664dffffffff
amc,39.205689,-85.882211,85266cc7fffffff,84266cdffffffff
amc,37.972862,-87.643746,85266a1bfffffff,84266a1ffffffff
amc,39.914307,-86.265515,85266187fffffff,842661bffffffff
amc,44.868456,-93.05887,85262c9bfffffff,8427527ffffffff
amc,29.775522,-95.809345,85446dd3fffffff,84446ddffffffff
amc,32.95159,-96.820602,8526c867fffffff,8426c87ffffffff
amc,32.709159,-97.40204,8526cbdbfffffff,8426cbdffffffff
amc,41.054266,-73.537588,852a108bfffffff,842a109ffffffff
amc,39.982536,-83.149514,852a956bfffffff,842a957ffffffff
amc,40.114551,-75.279183,852aac97fffffff,842aac9ffffffff
amc,41.71501,-87.783789,85266453fffffff,8426645ffffffff
amc,30.472552,-87.216959,85445293fffffff,8444529ffffffff
amc,34.250398,-84.480589,8544cc53fffffff,8444cc5ffffffff
amc,41.386028,-88.428669,852666bbfffffff,842666bffffffff
amc,34.85591,-76.893038,852ad5c7fffffff,842ad5dffffffff
amc,40.297472,-79.505011,852a843bfffffff,842a843ffffffff
amc,40.235165,-76.970065,852aae93fffffff,842aae9ffffffff
amc,35.002369,-85.223985,8544cd5bfffffff,8444cc3ffffffff
amc,29.762097,-95.366533,85446cabfffffff,84446cbffffffff
amc,40.299644,-111.66039,85269627fffffff,8426963ffffffff
amc,39.048426,-94.354591,85265607fffffff,8426561ffffffff
amc,39.962008,-104.99429,852681a7fffffff,842681bffffffff
amc,33.379777,-111.598539,8548ebabfffffff,8448ebbffffffff
amc,33.384177,-111.802097,8548eba3fffffff,8448ebbffffffff
amc,39.125533,-94.847224,85265647fffffff,8426565ffffffff
amc,42.085794,-87.931259,85275937fffffff,8427593ffffffff
amc,35.5248,-97.544449,8526c18bfffffff,8426c19ffffffff
amc,29.953278,-95.540976,85446c37fffffff,84446c3ffffffff
amc,30.009388,-95.270548,85446c23fffffff,84446c3ffffffff
amc,33.677119,-111.976525,8529b6cbfffffff,8429b6dffffffff
amc,32.755589,-97.330417,8526cbdbfffffff,8426cbdffffffff
amc,32.788628,-96.627309,8526cb93fffffff,8426cb9ffffffff
amc,26.686386,-81.904197,85441377fffffff,8444133ffffffff
amc,38.802366,-77.070907,852aa87bfffffff,842aa87ffffffff
amc,38.890102,-77.08513,852aa84ffffffff,842aa85ffffffff
amc,33.808075,-84.278245,8544c107fffffff,8444c13ffffffff
amc,36.202693,-115.243426,852986a3fffffff,842986bffffffff
amc,34.769602,-92.458644,85265b4bfffffff,84265b5ffffffff
amc,30.439982,-91.010348,854440cbfffffff,844440dffffffff
amc,42.069933,-88.148553,85275933fffffff,8427593ffffffff
amc,42.04902,-87.684382,852664dbfffffff,842664dffffffff
amc,41.908312,-87.646203,852664c3fffffff,842664dffffffff
amc,42.428421,-83.430647,852ab2cbfffffff,842ab2dffffffff
amc,28.36982,-81.520313,8544a917fffffff,8444a91ffffffff
amc,30.476086,-84.293124,8544e04bfffffff,8444e05ffffffff
amc,30.184906,-81.733013,8544f01bfffffff,8444f01ffffffff
amc,25.955753,-80.141096,8544a103fffffff,8444a11ffffffff
amc,39.978415,-75.157675,852a134bfffffff,842a135ffffffff
amc,45.012843,-93.170491,85275263fffffff,8427527ffffffff
amc,40.207386,-75.225553,852aac97fffffff,842aac9ffffffff
amc,27.946564,-82.52687,85441a8bfffffff,84441a9ffffffff
amc,41.564297,-72.907136,852a1433fffffff,842a143ffffffff
amc,40.537947,-88.990117,8526628ffffffff,8426629ffffffff
amc,38.801518,-97.609727,8526e0cbfffffff,8426e0dffffffff
amc,37.380284,-94.703012,8526ec83fffffff,8426ec9ffffffff
amc,29.758696,-98.70436,85489c3bfffffff,84489c3ffffffff
amc,39.309926,-76.753237,852aa8c3fffffff,842aa8dffffffff
amc,42.303175,-71.390898,852a306ffffffff,842a307ffffffff
amc,42.48159,-71.219113,852a3063fffffff,842a307ffffffff
amc,42.149688,-87.816747,852759affffffff,842759bffffffff
amc,41.458478,-81.858675,852ab313fffffff,842ab39ffffffff
amc,41.642445,-70.992108,852a33a3fffffff,842a33bffffffff
amc,30.057294,-95.438554,85446c27fffffff,84446c3ffffffff
amc,48.463728,-122.339308,8528d153fffffff,8428d15ffffffff
amc,47.755946,-122.154229,8528d54bfffffff,8428d55ffffffff
amc,41.674309,-72.845114,852a14abfffffff,842a141ffffffff
amc,47.827532,-122.275532,8528d54ffffffff,8428d55ffffffff
amc,42.353181,-71.06407,852a3067fffffff,842a307ffffffff
amc,38.267702,-76.458962,852aa94bfffffff,842aa95ffffffff
amc,32.627049,-85.45222,8544ee77fffffff,8444ee7ffffffff
amc,33.446958,-86.793292,8544e837fffffff,8444e83ffffffff
amc,34.572401,-87.017448,8526492bfffffff,8426493ffffffff
amc,31.251154,-85.429441,8544e143fffffff,8444e15ffffffff
amc,32.611944,-85.403217,8544ee77fffffff,8444ee7ffffffff
amc,30.291984,-87.628597,85445637fffffff,8444563ffffffff
amc,32.461958,-86.399333,8544ec63fffffff,8444ec7ffffffff
amc,38.946882,-104.793949,85268c63fffffff,84268c7ffffffff
amc,41.581364,-71.990469,852a3363fffffff,842a337ffffffff
amc,30.098218,-81.714698,8544f01bfffffff,8444f0dffffffff
amc,28.241871,-80.725186,8544a82ffffffff,8444a83ffffffff
amc,29.009606,-80.918863,8544f6d3fffffff,8444f6dffffffff
amc,26.260432,-80.101316,8544a12bfffffff,8444a13ffffffff
amc,27.315019,-80.411533,8544a8c3fffffff,8444a8dffffffff
amc,27.774574,-82.634754,85441a83fffffff,84441a9ffffffff
amc,28.130556,-82.370628,85441a1bfffffff,84441a1ffffffff
amc,32.539979,-84.968499,8544c5b7fffffff,8444c5bffffffff
amc,33.649319,-83.995031,8544c103fffffff,8444c11ffffffff
amc,33.883718,-84.739564,8544ccd3fffffff,8444ccdffffffff
amc,33.036687,-85.03075,8544eac3fffffff,8444eadffffffff
amc,33.107359,-83.257799,8544c03bfffffff,8444c03ffffffff
amc,33.877056,-84.014942,8544c10ffffffff,8444c17ffffffff
amc,39.813671,-88.876035,8526622ffffffff,8426623ffffffff
amc,41.947186,-88.720601,8527596ffffffff,8427597ffffffff
amc,40.020185,-86.901593,852661c7fffffff,842661dffffffff
amc,47.484079,-111.342114,8527905bfffffff,8427905ffffffff
amc,35.566476,-77.361277,852ad48ffffffff,842ad49ffffffff
amc,35.699659,-81.304665,8544db83fffffff,8444db9ffffffff
amc,35.26886,-81.482892,8544d80ffffffff,8444d81ffffffff
amc,35.724895,-77.936177,852ad4cbfffffff,842ad4dffffffff
amc,36.068303,-80.334132,8544db4ffffffff,8444db5ffffffff
amc,48.20758,-101.31219,8527a8a7fffffff,8427a8bffffffff
amc,42.861785,-71.355725,852a3043fffffff,842a305ffffffff
amc,34.189796,-97.156731,8526ceb7fffffff,8426cebffffffff
amc,36.13977,-97.049984,8526c5affffffff,8426c5bffffffff
amc,40.635906,-75.43031,852a120ffffffff,842a127ffffffff
amc,40.45256,-78.401819,852aa377fffffff,842aa37ffffffff
amc,41.00972,-76.423698,852aa183fffffff,842aa19ffffffff
amc,40.357004,-80.051746,852a847bfffffff,842a847ffffffff
amc,44.103445,-103.217934,85261653fffffff,8426165ffffffff
amc,35.206231,-84.847508,8544c88bfffffff,8444c89ffffffff
amc,36.334299,-82.374894,8544d92ffffffff,8444d93ffffffff
amc,35.735187,-86.943222,85264d77fffffff,84264d7ffffffff
amc,35.847644,-86.417487,85264daffffffff,84264dbffffffff
amc,32.537998,-94.747401,85444d93fffffff,84444d9ffffffff
amc,37.269543,-80.032584,852a8a83fffffff,842a8a9ffffffff
amc,39.160101,-78.163925,852aaacffffffff,842aaadffffffff
amc,46.224433,-119.232458,852888a3fffffff,842888bffffffff
amc,39.606694,-104.709258,85268cc7fffffff,84268cdffffffff
amc,37.736311,-89.188713,85264153fffffff,8426415ffffffff
amc,40.969922,-90.39485,85267573fffffff,8426757ffffffff
amc,39.423929,-84.596593,852a93cffffffff,842a93dffffffff
amc,40.464713,-86.111893,85266523fffffff,8426653ffffffff
amc,39.520182,-104.772613,85268cc7fffffff,84268cdffffffff
amc,42.371326,-89.004409,85275943fffffff,8427595ffffffff
amc,41.496078,-87.475452,8526640bfffffff,8426641ffffffff
amc,38.654999,-87.500655,85266e73fffffff,84266e7ffffffff
amc,38.765313,-90.492787,85264623fffffff,8426463ffffffff
amc,33.508509,-112.027652,8529b6d3fffffff,8429b6dffffffff
amc,33.666045,-112.124067,8529b6c3fffffff,8429b6dffffffff
amc,35.610328,-97.558874,8526c19bfffffff,8426c19ffffffff
amc,32.576315,-97.3244,8526cbcbfffffff,8426cbdffffffff
amc,33.0988,-96.811099,8526c877fffffff,8426c87ffffffff
amc,29.593202,-95.619901,85446ca3fffffff,84446cbffffffff
amc,27.943143,-82.324247,85441ac7fffffff,84441adffffffff
amc,38.644394,-77.299128,852aaaa7fffffff,842aaabffffffff
amc,40.051159,-82.915237,852a9563fffffff,842a957ffffffff
amc,34.015638,-84.571144,8544ccdbfffffff,8444ccdffffffff
amc,36.107652,-94.148966,8526ed7bfffffff,8426ed7ffffffff
amc,42.325458,-71.06215,852a3067fffffff,842a307ffffffff
amc,28.052228,-82.700399,85441abbfffffff,84441a9ffffffff
amc,38.891115,-99.315815,8526f517fffffff,8426f51ffffffff
amc,33.878711,-84.456603,8544c1affffffff,8444c1bffffffff
amc,30.327699,-97.810827,85489e37fffffff,84489e3ffffffff
amc,32.841143,-96.995589,8526c86ffffffff,8426c87ffffffff
amc,43.064581,-88.043797,85275d77fffffff,84275d7ffffffff
amc,40.406758,-79.918396,852a8473fffffff,842a847ffffffff
amc,38.902755,-77.061646,852aa84ffffffff,842aa85ffffffff
amc,38.841329,-77.089092,852aa87bfffffff,842aa87ffffffff
amc,43.018531,-85.686222,852748cffffffff,842748dffffffff
amc,34.837207,-87.635901,8526494ffffffff,8426495ffffffff
amc,27.449195,-82.531993,85441e63fffffff,84441e7ffffffff
amc,31.621821,-84.207059,8544e34ffffffff,8444e35ffffffff
amc,38.21042,-85.596333,85266d4bfffffff,84266d5ffffffff
amc,45.101877,-93.20647,85275263fffffff,8427527ffffffff
amc,45.769122,-108.579455,85279e37fffffff,842798dffffffff
amc,46.845066,-114.028596,852898cbfffffff,842898dffffffff
amc,35.99331,-80.032579,852a8b7bfffffff,842a8b7ffffffff
amc,34.637046,-98.469722,8526c3affffffff,8426c3bffffffff
amc,35.363271,-96.910876,8526ea4ffffffff,8426ea5ffffffff
amc,40.560428,-75.409161,852a1277fffffff,842a127ffffffff
amc,40.380955,-75.93231,852aacd3fffffff,842aacdffffffff
amc,35.052952,-85.311454,8544cd5bfffffff,8444cd5ffffffff
amc,36.589523,-87.286659,85264caffffffff,84264cbffffffff
amc,35.129319,-85.23684,8544cd5bfffffff,8444cd5ffffffff
amc,36.220515,-83.263094,8544ca6ffffffff,8444ca7ffffffff
amc,35.84338,-86.437951,85264daffffffff,84264dbffffffff
amc,26.274283,-98.171131,8548b387fffffff,8448b39ffffffff
amc,33.868962,-98.532623,8526ddb3fffffff,8426ddbffffffff
amc,44.068416,-87.704663,85274377fffffff,8427437ffffffff
amc,39.161936,-86.571805,85266e97fffffff,84266c5ffffffff
amc,39.982628,-104.823396,8526aa6bfffffff,8426aa7ffffffff
amc,39.716818,-104.95263,85268cc3fffffff,84268cdffffffff
amc,42.524686,-90.738515,85275a2bfffffff,84275a3ffffffff
amc,41.468149,-87.305134,8526640ffffffff,8426641ffffffff
amc,42.180237,-88.333496,8527590ffffffff,8427591ffffffff
amc,37.750748,-88.978756,852641cffffffff,842641dffffffff
amc,39.481775,-88.305918,8526630ffffffff,8426631ffffffff
amc,41.712941,-88.209105,85266697fffffff,8426669ffffffff
amc,42.049709,-87.838859,85275937fffffff,8427593ffffffff
amc,39.934038,-91.362591,852673bbfffffff,842673bffffffff
amc,39.754645,-89.727296,852644c3fffffff,842644dffffffff
amc,39.763883,-89.608423,852644d7fffffff,842644dffffffff
sams,39.987625,-82.030934,852a82dbfffffff,842a82dffffffff
sams,40.06021,-82.911311,852a9563fffffff,842a957ffffffff
sams,38.411125,-82.523055,852a9c7bfffffff,842a9c7ffffffff
sams,32.922147,-96.843222,8526c867fffffff,8426c87ffffffff
sams,39.02284,-77.426724,852aaa87fffffff,842aaa9ffffffff
sams,42.850324,-106.263622,8526a2b3fffffff,8426a2bffffffff
sams,41.691425,-93.578038,85260d97fffffff,84260d9ffffffff
sams,42.706384,-83.28319,85274da7fffffff,84274dbffffffff
sams,42.631078,-83.007724,852ab2d3fffffff,842ab2dffffffff
sams,42.325412,-83.432645,852ab253fffffff,842ab25ffffffff
sams,42.99966,-83.766507,85274d17fffffff,84274d1ffffffff
sams,32.687259,-97.414338,8526cbdbfffffff,8426cbdffffffff
sams,33.877699,-98.542679,8526ddb3fffffff,8426ddbffffffff
sams,29.680609,-82.384928,8544f427fffffff,8444f43ffffffff
sams,42.911089,-85.5605,8527481bfffffff,8427481ffffffff
sams,43.034381,-85.693002,852748cffffffff,842748dffffffff
sams,35.293903,-77.543035,852ad40ffffffff,842ad41ffffffff
sams,34.555421,-82.678382,8544dd8bfffffff,8444dd9ffffffff
sams,40.8341,-77.806994,852aa38ffffffff,842aa39ffffffff
sams,31.301685,-94.731999,85446867fffffff,8444687ffffffff
sams,34.84103,-87.632873,8526494ffffffff,8426495ffffffff
sams,39.414078,-87.415174,852663a7fffffff,842663bffffffff
sams,40.417574,-86.837613,8526656bfffffff,8426657ffffffff
sams,33.553162,-117.177625,8529a0d7fffffff,8429a09ffffffff
sams,33.99391,-117.71805,8529a0affffffff,8429a0bffffffff
sams,42.267751,-84.461751,852749c7fffffff,842749dffffffff
sams,39.044355,-94.367065,8526560ffffffff,8426561ffffffff
sams,34.608237,-118.144835,8529a147fffffff,8429a15ffffffff
sams,28.101383,-81.976842,85441a43fffffff,84441a5ffffffff
sams,42.727926,-88.986506,85275837fffffff,8427583ffffffff
sams,34.95959,-89.981971,852659affffffff,842659bffffffff
sams,34.305917,-88.709985,85264b6bfffffff,84264b7ffffffff
sams,31.897924,-102.332861,8548d6dbfffffff,8448d6dffffffff
sams,44.775146,-91.426619,85275317fffffff,8427531ffffffff
sams,37.08413,-88.688986,8526412bfffffff,8426413ffffffff
sams,30.009531,-90.264438,8544460bfffffff,8444461ffffffff
sams,29.148424,-82.190293,8544f413fffffff,8444f41ffffffff
sams,35.512852,-97.567438,8526c18bfffffff,8426c19ffffffff
sams,28.362382,-80.794033,8544a95bfffffff,8444a95ffffffff
sams,28.076968,-80.696124,8544a823fffffff,8444a83ffffffff
sams,26.761826,-80.105154,8544ae87fffffff,8444ae9ffffffff
sams,40.156679,-75.138177,852a135bfffffff,842a135ffffffff
sams,36.057987,-79.899182,852a8b73fffffff,842a8b7ffffffff
sams,40.432182,-79.801874,852a840ffffffff,842a841ffffffff
sams,44.314666,-69.774587,852b1a6bfffffff,842b1a7ffffffff
sams,43.622825,-70.351449,852a3447fffffff,842a345ffffffff
sams,35.966686,-78.956409,852a8ba7fffffff,842a8bbffffffff
sams,34.233829,-77.877437,852ad037fffffff,842ad03ffffffff
sams,25.975374,-97.518273,8548b3d3fffffff,8448b3dffffffff
sams,37.351155,-79.18661,852a88c7fffffff,842a88dffffffff
sams,33.458891,-94.086244,85444d6bfffffff,84444d7ffffffff
sams,42.432062,-96.371008,85260177fffffff,8426017ffffffff
sams,37.178985,-93.219501,85265333fffffff,8426533ffffffff
sams,39.902145,-88.951335,8526622ffffffff,8426623ffffffff
sams,38.49738,-90.335388,8526405bfffffff,8426405ffffffff
sams,30.82863,-83.320877,8544e24ffffffff,8444e25ffffffff
sams,28.222617,-82.732432,85441aabfffffff,84441abffffffff
sams,36.099791,-95.906553,8526ee2ffffffff,8426ee3ffffffff
sams,29.973412,-90.170433,85444657fffffff,8444465ffffffff
sams,33.550504,-101.947679,8526de6bfffffff,8426de7ffffffff
sams,39.64776,-79.999572,852a8017fffffff,842a801ffffffff
sams,37.982675,-87.471292,85266a13fffffff,84266a1ffffffff
sams,39.9384,-91.3271,852673b3fffffff,842673bffffffff
sams,35.166312,-114.564449,8529b157fffffff,8429b15ffffffff
sams,32.381211,-99.745358,8526d94ffffffff,8426d95ffffffff
sams,40.877995,-81.437384,852a86dbfffffff,842a86dffffffff
sams,42.751511,-73.765951,852b8913fffffff,842b891ffffffff
sams,44.69211,-73.485066,852b8c8ffffffff,842b8c9ffffffff
sams,40.414176,-75.925546,852aacd3fffffff,842aacdffffffff
sams,42.209045,-83.682807,852ab24bfffffff,842ab25ffffffff
sams,35.591994,-82.581518,8544d983fffffff,8444d99ffffffff
sams,33.887393,-84.74928,8544ccd3fffffff,8444ccdffffffff
sams,33.730876,-84.756058,8544ea6bfffffff,8444c1bffffffff
sams,33.500666,-82.084476,8544c22bfffffff,8444c23ffffffff
sams,30.235809,-97.819941,85489e37fffffff,84489e3ffffffff
sams,31.070595,-97.679519,85489aa3fffffff,84489abffffffff
sams,35.304208,-119.095524,8529ac4ffffffff,8429ac5ffffffff
sams,39.336463,-76.48661,852aa8d7fffffff,842aa8dffffffff
sams,39.288976,-76.733636,852aa8c3fffffff,842aa8dffffffff
sams,33.64529,-86.625072,8544e82ffffffff,8444e83ffffffff
sams,42.726551,-71.427196,852a304ffffffff,842a305ffffffff
sams,32.879558,-80.019186,8544d077fffffff,8444d07ffffffff
sams,35.598453,-80.876332,8544dbd3fffffff,8444dbdffffffff
sams,35.030541,-85.189845,8544cd5bfffffff,8444cc3ffffffff
sams,42.228623,-88.308164,85275907fffffff,8427591ffffffff
sams,41.596907,-87.562314,8526640bfffffff,8426641ffffffff
sams,29.220022,-81.098508,8544f68bfffffff,8444f69ffffffff
sams,39.629956,-84.189207,852a939bfffffff,842a939ffffffff
sams,30.634348,-96.301717,85446d3bfffffff,84446d3ffffffff
sams,33.894114,-118.266701,8529a56ffffffff,8429a57ffffffff
sams,41.118816,-81.471405,852ab3affffffff,842ab3bffffffff
sams,35.13851,-106.613566,8548d887fffffff,8448d89ffffffff
sams,33.88853,-84.009048,8544c177fffffff,8444c17ffffffff
sams,33.948817,-84.521627,8544c137fffffff,8444c13ffffffff
sams,29.850729,-97.953998,85489eb7fffffff,84489ebffffffff
sams,30.485482,-97.680948,85489e27fffffff,84489e3ffffffff
sams,31.06462,-97.367483,85489a17fffffff,84489a1ffffffff
sams,39.458295,-76.636948,852aa8d3fffffff,842aa8dffffffff
sams,33.165201,-87.520437,8544ed77fffffff,8444ed7ffffffff
sams,35.083179,-80.879767,8544d84bfffffff,8444d85ffffffff
sams,41.905707,-87.91195,85275927fffffff,8427593ffffffff
sams,39.361448,-82.978077,852a9103fffffff,842a911ffffffff
sams,33.055495,-96.691222,8526c83bfffffff,8426c83ffffffff
sams,32.919685,-96.962626,8526c863fffffff,8426c87ffffffff
sams,32.86792,-96.675498,8526c82bfffffff,8426c83ffffffff
sams,40.7247,-84.07079,852a90d3fffffff,842a90dffffffff
sams,38.646919,-77.297758,852aaaa7fffffff,842aaabffffffff
sams,40.173328,-105.114201,8526aa4ffffffff,8426aa5ffffffff
sams,40.406723,-105.059794,8526aa43fffffff,8426aa5ffffffff
sams,42.968588,-82.458093,852ab60ffffffff,842ab61ffffffff
sams,31.745079,-106.316008,8548c6c7fffffff,8448c6dffffffff
sams,26.144965,-80.328559,8544a133fffffff,8444a13ffffffff
sams,25.978657,-80.298696,8544a1abfffffff,8444a1bffffffff
sams,34.825637,-82.289064,8544dd57fffffff,8444dd5ffffffff
sams,37.119729,-76.509553,852af60ffffffff,842af61ffffffff
sams,36.770073,-76.247712,852af623fffffff,842af63ffffffff
sams,29.551183,-95.157176,85446c13fffffff,84446c1ffffffff
sams,29.644826,-95.579334,85446ca3fffffff,84446cbffffffff
sams,29.901709,-95.595792,85446ddbfffffff,84446ddffffffff
sams,29.803953,-95.291713,85446c07fffffff,84446c3ffffffff
sams,34.784254,-77.396269,852ad55bfffffff,842ad55ffffffff
sams,42.257837,-85.180219,8527482ffffffff,8427483ffffffff
sams,38.959332,-94.727305,85265673fffffff,8426567ffffffff
sams,38.809123,-94.491159,85265667fffffff,8426567ffffffff
sams,34.114665,-117.833238,8529a1dbfffffff,8429a1dffffffff
sams,33.87303,-118.297955,8529a56ffffffff,8429a57ffffffff
sams,40.934603,-98.386371,852618a7fffffff,842618bffffffff
sams,34.470072,-93.069618,85444b03fffffff,84444b1ffffffff
sams,38.331642,-85.759465,85266897fffffff,8426689ffffffff
sams,37.727755,-85.890839,85266837fffffff,8426683ffffffff
sams,38.222384,-85.533153,85266d4bfffffff,84266d5ffffffff
sams,43.870748,-91.214655,85275e4bfffffff,84275e5ffffffff
sams,31.99418,-102.156161,85488b23fffffff,84488b3ffffffff
sams,44.734982,-93.201155,85262cd7fffffff,84262cdffffffff
sams,36.133199,-85.508979,8544c91bfffffff,8444c91ffffffff
sams,35.848293,-86.442502,85264daffffffff,84264dbffffffff
sams,36.087041,-86.68971,85264d17fffffff,84264d1ffffffff
sams,29.893682,-90.056197,85444653fffffff,8444465ffffffff
sams,35.642289,-97.4283,8526c183fffffff,8426c19ffffffff
sams,41.214879,-96.11781,85260e2ffffffff,84260e3ffffffff
sams,33.846795,-117.53701,8529a0bbfffffff,8429a0bffffffff
sams,33.912854,-117.970051,8529a0a7fffffff,8429a0bffffffff
sams,28.653921,-81.47199,8544a907fffffff,8444a93ffffffff
sams,30.48335,-87.214882,85445293fffffff,8444529ffffffff
sams,33.452041,-112.339177,8548e96ffffffff,8448e97ffffffff
sams,32.701663,-114.600035,85485bcffffffff,84485bdffffffff
sams,33.372567,-111.787597,8548eba3fffffff,8448ebbffffffff
sams,33.63854,-112.092511,8529b6c3fffffff,8429b6dffffffff
sams,35.085194,-78.954829,852ad677fffffff,842ad67ffffffff
sams,35.979873,-78.509723,852a8977fffffff,842a897ffffffff
sams,26.188327,-98.207687,8548b387fffffff,8448b39ffffffff
sams,37.3199,-79.965961,852a8a93fffffff,842a8a9ffffffff
sams,38.363536,-121.957138,85283047fffffff,8428305ffffffff
sams,40.5473,-111.901387,85269633fffffff,8426963ffffffff
sams,41.754892,-111.838264,8528b657fffffff,8428b65ffffffff
sams,40.216127,-111.656999,8526905bfffffff,8426905ffffffff
sams,29.552516,-98.358356,85489c0bfffffff,84489c1ffffffff
sams,37.981933,-122.055426,852830c7fffffff,842830dffffffff
sams,32.138134,-81.244501,8544d513fffffff,8444d51ffffffff
sams,41.715067,-86.179265,85274b0bfffffff,84274b5ffffffff
sams,38.600266,-90.470551,8526462ffffffff,8426463ffffffff
sams,38.592648,-89.949701,852640c7fffffff,842640dffffffff
sams,31.617244,-84.208878,8544e34ffffffff,8444e35ffffffff
sams,28.530608,-82.502623,85441a3bfffffff,84441a3ffffffff
sams,41.616959,-83.696285,852a94dbfffffff,842a94dffffffff
sams,39.04162,-95.764449,8526e513fffffff,8426e51ffffffff
sams,36.295596,-95.827426,8526ee23fffffff,8426ee3ffffffff
sams,32.593763,-97.148299,8526cbc3fffffff,8426cbdffffffff
sams,31.584229,-97.107525,85489a67fffffff,84489a7ffffffff
sams,42.807478,-86.088238,8527484bfffffff,8427485ffffffff
sams,44.719953,-85.651336,8527418ffffffff,8427419ffffffff
sams,43.202111,-86.202154,85274e23fffffff,84274e3ffffffff
sams,44.526906,-88.093029,85274353fffffff,8427435ffffffff
sams,34.933563,-81.997169,8544dd4bfffffff,8444dd5ffffffff
sams,36.831275,-76.416876,852af62bfffffff,842af63ffffffff
sams,30.187538,-95.449772,85446c27fffffff,84446c3ffffffff
sams,29.787335,-95.725981,85446ca7fffffff,84446cbffffffff
sams,29.56776,-95.38958,85446cbbfffffff,84446cbffffffff
sams,30.329928,-95.478966,85446d5bfffffff,84446d5ffffffff
sams,29.692762,-95.767723,85446ca7fffffff,84446cbffffffff
sams,34.642202,-86.572449,8544eb27fffffff,8444eb3ffffffff
sams,39.196174,-85.954853,85266c1bfffffff,84266cdffffffff
sams,40.476687,-86.104274,85266523fffffff,8426653ffffffff
sams,35.666235,-88.853728,85264a87fffffff,84264a9ffffffff
sams,32.45918,-90.140328,85445c3bfffffff,84445c3ffffffff
sams,33.805347,-118.331698,8529a563fffffff,8429a57ffffffff
sams,36.242463,-115.113495,852986abfffffff,842986bffffffff
sams,36.023703,-115.126514,85298687fffffff,8429869ffffffff
sams,35.815615,-90.681163,85265d6bfffffff,84265d7ffffffff
sams,35.184614,-89.894227,852659b7fffffff,842659bffffffff
sams,45.123663,-93.493836,852621b7fffffff,842621bffffffff
sams,45.038394,-93.022773,85275263fffffff,8427527ffffffff
sams,47.886721,-97.06273,852719cbfffffff,842719dffffffff
sams,44.164821,-93.952947,85262eb3fffffff,84262ebffffffff
sams,45.588474,-94.195532,8526219bfffffff,8426219ffffffff
sams,26.271425,-81.76889,8544131bfffffff,8444131ffffffff
sams,30.310192,-89.828968,854455a3fffffff,844455bffffffff
sams,29.632075,-90.760328,85444683fffffff,8444469ffffffff
sams,40.646476,-74.23071,852a1063fffffff,842a107ffffffff
sams,35.322869,-97.487728,8526c117fffffff,8426c11ffffffff
sams,32.258236,-80.853469,8544d543fffffff,8444d55ffffffff
sams,36.172698,-94.192616,8526ed47fffffff,8426ed5ffffffff
