query,region_res5,region_res4,label,total_orders,source,share_near,share_far,dist_segment
skating,852986bbfffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
couple massage,8529a19bfffffff,8429a19ffffffff,0,50,REAL,0.8,0,LOCAL
lymphatic drainage,8529a033fffffff,8429a03ffffffff,0,50,REAL,0.8,0.2,LOCAL
sauna,85283083fffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
launch little ferry,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
thai massage,85283473fffffff,8428347ffffffff,0,50,REAL,0.8,0,LOCAL
yoga loka,852832b3fffffff,842832bffffffff,0,50,REAL,1,0,LOCAL
tree town,85268cdbfffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
mens haircut,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
oil change,852a33cbfffffff,842a33dffffffff,0,50,REAL,0.8,0,LOCAL
scar removal,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
wendell’s boat tour,852664c3fffffff,842664dffffffff,0,50,REAL,0.8,0,LOCAL
haircut,85446c13fffffff,84446c1ffffffff,0,50,REAL,1,0,LOCAL
haircut,8544a90ffffffff,8444a91ffffffff,0,50,REAL,0.8,0.2,LOCAL
dance class,852664cbfffffff,842664dffffffff,0,50,REAL,0.8,0,LOCAL
ny massage,85441ad7fffffff,84441adffffffff,0,50,REAL,1,0,LOCAL
juvederm,8526c867fffffff,8426c87ffffffff,0,50,REAL,0.8,0.2,LOCAL
elysium,852a1057fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
car detailing,852a134ffffffff,842a135ffffffff,0,50,REAL,1,0,LOCAL
hydrofacial,85446cabfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
puregym,852a1003fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
back facial,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
pedicure,8529a567fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
trampoline,8548ebaffffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
remote starter,85264637fffffff,8426463ffffffff,0,50,REAL,0.8,0,LOCAL
halloween events,852986bbfffffff,842986bffffffff,0,50,REAL,1,0,LOCAL
deluxe cosmetic center,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,0.8,0.2,LOCAL
atv riding,8544a103fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
carbon laser facial,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
spa,8528de8ffffffff,8428de9ffffffff,0,50,REAL,1,0,LOCAL
eye exam,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
waxing,8548dd4bfffffff,8448dd5ffffffff,0,50,REAL,0.8,0.2,LOCAL
deep tissue massage,8544a103fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
head spa,852aa87bfffffff,842aa87ffffffff,0,50,REAL,1,0,LOCAL
rage room,852681a7fffffff,842681bffffffff,0,50,REAL,1,0,LOCAL
cashmere mist,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
star island,8544a113fffffff,8444a11ffffffff,0,50,REAL,0.8,0.2,LOCAL
blink gym,852a1003fffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
altitude trampoline park,8544c1affffffff,8444c1bffffffff,0,50,REAL,1,0,LOCAL
emissions,852aaa87fffffff,842aaa9ffffffff,0,50,REAL,1,0,LOCAL
beach chair,8544a103fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
love you laser,852a100ffffffff,842a101ffffffff,0,50,REAL,0.8,0,LOCAL
remote start,8527526bfffffff,8427527ffffffff,0,50,REAL,1,0,LOCAL
star smog check,8529a19bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
massage spa near me,85441303fffffff,8444131ffffffff,0,50,REAL,1,0,LOCAL
haircut,852aaab7fffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
teeth cleaning,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
lash lift,852a306ffffffff,842a307ffffffff,0,50,REAL,0.8,0,LOCAL
sand and sea,8529a563fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
best relaxing spa,852a101bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,8529a183fffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
lashes,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,0.8,0.2,LOCAL
full synthetic oil change,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
acupuncture,85275937fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
lash extensions,852aa84ffffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
facials,852aac97fffffff,842aac9ffffffff,0,50,REAL,1,0,LOCAL
st. moritz,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
elite spa,8529a18ffffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
manicure pedicure,8544a18ffffffff,8444a19ffffffff,0,50,REAL,1,0,LOCAL
facial,8512ccd7fffffff,8412ccdffffffff,0,50,REAL,1,0,LOCAL
halloween cruise,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
restaurants,852a14bbfffffff,842a14bffffffff,0,50,REAL,1,0,LOCAL
ipl,852a1073fffffff,842a107ffffffff,0,50,REAL,0.8,0.2,LOCAL
threading,852af657fffffff,842af65ffffffff,0,50,REAL,1,0,LOCAL
colon cleanse,8548eba7fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
facials,85446cabfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
the view,852a3067fffffff,842a307ffffffff,0,50,REAL,1,0,LOCAL
wheel alignment,852ab2c3fffffff,842ab2dffffffff,0,50,REAL,1,0,LOCAL
skyline cruises,8544a113fffffff,8444a11ffffffff,0,50,REAL,0.8,0.2,LOCAL
zen head spa,8529b6d3fffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
chemical peel,8529a19bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
haircut,852a338bfffffff,842a339ffffffff,0,50,REAL,1,0,LOCAL
luxury spa,852759affffffff,842759bffffffff,0,50,REAL,1,0,LOCAL
gun range,8548eba3fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
heart scan,8529a563fffffff,8429a57ffffffff,0,50,REAL,0.8,0,LOCAL
elements massage,852a956bfffffff,842a957ffffffff,0,50,REAL,0.8,0,LOCAL
wellness jon,8529a19bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
botox,8529a117fffffff,8429a11ffffffff,0,50,REAL,0.8,0,LOCAL
hydrafacial,852b9bd7fffffff,842b9bdffffffff,0,50,REAL,1,0,LOCAL
jumping,85264627fffffff,8426463ffffffff,0,50,REAL,1,0,LOCAL
lash lift and tint,8548eba3fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
sky zone trampoline park,8529ab9bfffffff,8429ab9ffffffff,0,50,REAL,1,0,LOCAL
wax,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,1,0,LOCAL
kids activities,852a1073fffffff,842a107ffffffff,0,50,REAL,0.8,0.2,LOCAL
dental,8529b6c3fffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
bikes,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
stars and strikes,8544daaffffffff,8444dabffffffff,0,50,REAL,0.8,0,LOCAL
basement burger,852ab253fffffff,842ab25ffffffff,0,50,REAL,0.8,0.2,LOCAL
brunch cruise,852664c3fffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
deka lash,852a1347fffffff,842a135ffffffff,0,50,REAL,1,0,LOCAL
golf,85288433fffffff,8428843ffffffff,0,50,REAL,0.8,0,LOCAL
head massage,852664cffffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
trampoline,85441ac7fffffff,84441adffffffff,0,50,REAL,0.8,0.2,LOCAL
brazilian wax,852659b7fffffff,842659bffffffff,0,50,REAL,0.8,0.2,LOCAL
city tour,852a3067fffffff,842a307ffffffff,0,50,REAL,0.8,0.2,LOCAL
tint,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
uptown,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
vitamin b12 injections,8544a90ffffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
sugar wax,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
lashes,852664cffffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
candela laser,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
hair salon,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
lymphatic massage,852a106bfffffff,842a107ffffffff,0,50,REAL,0.8,0,LOCAL
lbj library,85489e37fffffff,84489e3ffffffff,0,50,REAL,0.8,0,LOCAL
juvederm,852a100ffffffff,842a101ffffffff,0,50,REAL,0.8,0,LOCAL
tribe med spa,8544131bfffffff,8444131ffffffff,0,50,REAL,1,0,LOCAL
reiki,852a134ffffffff,842a135ffffffff,0,50,REAL,0.8,0.2,LOCAL
laser hair removal,8526cbd3fffffff,8426cbdffffffff,0,50,REAL,1,0,LOCAL
full body massage,852a100bfffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
congo mini golf,8544a917fffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
eyebrow threading,8526c877fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
picasso nails,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
cryotherapy,852a1073fffffff,842a107ffffffff,0,50,REAL,0.8,0.2,LOCAL
acupuncture,8544a113fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
spa penn,85265673fffffff,8426567ffffffff,0,50,REAL,0.8,0,LOCAL
microneedling,852aa843fffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
iv,852aa847fffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
car detailing,85283083fffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
lucky strije,852aa84ffffffff,842aa85ffffffff,0,50,REAL,0.8,0.2,LOCAL
things to do,8544a903fffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
eastern traditional method health studio,852a1007fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8512ccd7fffffff,8412ccdffffffff,0,50,REAL,0.8,0.2,LOCAL
skyzone,852aacb7fffffff,842aacbffffffff,0,50,REAL,1,0,LOCAL
sculptra,852a100bfffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
kids,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
massage,8529a413fffffff,8429a41ffffffff,0,50,REAL,0.8,0.2,LOCAL
head spa,8544a8dbfffffff,8444a8dffffffff,0,50,REAL,0.8,0,LOCAL
massage,8548d897fffffff,8448d89ffffffff,0,50,REAL,1,0,LOCAL
massage,852a8473fffffff,842a847ffffffff,0,50,REAL,1,0,LOCAL
microsoft office,8544a12bfffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
birthday,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
facial massage,85446ddbfffffff,84446ddffffffff,0,50,REAL,0.8,0.2,LOCAL
things to do,8544dab7fffffff,8444dabffffffff,0,50,REAL,1,0,LOCAL
jr spa,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,85269633fffffff,8426963ffffffff,0,50,REAL,0.8,0,LOCAL
facial massage,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
skin station,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
balayage,852a10abfffffff,842a10bffffffff,0,50,REAL,1,0,LOCAL
golf,852b982bfffffff,842b983ffffffff,0,50,REAL,1,0,LOCAL
itto,85269607fffffff,8426961ffffffff,0,50,REAL,1,0,LOCAL
restaurants,852aa84ffffffff,842aa85ffffffff,0,50,REAL,0.8,0.2,LOCAL
hifu,8529a41bfffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
glp1,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.8,0,LOCAL
hyperbaric oxygen therapy,8544c1affffffff,8444c1bffffffff,0,50,REAL,1,0,LOCAL
prp microneedling,8529a18ffffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
lash lift and tint,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
sauna,8529868ffffffff,8429869ffffffff,0,50,REAL,1,0,LOCAL
ipl,8526462ffffffff,8426463ffffffff,0,50,REAL,1,0,LOCAL
nail salon,8544a903fffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
alignment,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.8,0,LOCAL
hair removal,85446cabfffffff,84446cbffffffff,0,50,REAL,0.8,0.2,LOCAL
chiropractor,8544a90ffffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
head massage,8544c123fffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
couples message,852986a3fffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
massage,8528d593fffffff,8428d59ffffffff,0,50,REAL,0.8,0.2,LOCAL
brazilian wax,852a3393fffffff,842a339ffffffff,0,50,REAL,1,0,LOCAL
laurel,8529a41bfffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
couples facials,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
facial,852a3077fffffff,842a307ffffffff,0,50,REAL,0.8,0.2,LOCAL
escape rooms,8544a90ffffffff,8444a91ffffffff,0,50,REAL,0.8,0,LOCAL
waxing,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
moms biryani,85283473fffffff,8428347ffffffff,0,50,REAL,1,0,LOCAL
adventure park,852a10b3fffffff,842a10bffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,852a106bfffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
cooking class,85446ca3fffffff,84446cbffffffff,0,50,REAL,0.8,0,LOCAL
star smog check,8529a41bfffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
foot massage,8526645bfffffff,8426645ffffffff,0,50,REAL,1,0,LOCAL
laser,8529a54ffffffff,8429a55ffffffff,0,50,REAL,1,0,LOCAL
balayage me,852a100ffffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
laser,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.8,0.2,LOCAL
facial,852a8473fffffff,842a847ffffffff,0,50,REAL,1,0,LOCAL
js beauty,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
mani pedi,8544a903fffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
facials,852830bbfffffff,842830bffffffff,0,50,REAL,1,0,LOCAL
vbeam,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,0.8,0,LOCAL
facials,8528d54ffffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
lash lift,8544a90ffffffff,8444a91ffffffff,0,50,REAL,0.8,0.2,LOCAL
casa don juan,852986a3fffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
stretch therapy,852ab2cbfffffff,842ab2dffffffff,0,50,REAL,1,0,LOCAL
prf,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
soul food,852664cbfffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
emena spa,8544a10ffffffff,8444a11ffffffff,0,50,REAL,0.8,0.2,LOCAL
uncle charlie,852ad69bfffffff,842ad69ffffffff,0,50,REAL,0.8,0,LOCAL
lash lift and tint,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
mens haircut,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
facial,852aa85bfffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
reflexology,852664c3fffffff,842664dffffffff,0,50,REAL,0.8,0,LOCAL
brazilian,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.8,0,LOCAL
itto sushi,852696abfffffff,842696bffffffff,0,50,REAL,0.8,0.2,LOCAL
brazilian wax,852a3317fffffff,842a331ffffffff,0,50,REAL,1,0,LOCAL
nails,852a3067fffffff,842a307ffffffff,0,50,REAL,0.8,0.2,LOCAL
amazing head spa,8528d55bfffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
massages,85489853fffffff,8448985ffffffff,0,50,REAL,1,0,LOCAL
sev laser midtown,852a100ffffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
fun things for kids,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.8,0,LOCAL
laser hair removal,852a1393fffffff,842a139ffffffff,0,50,REAL,1,0,LOCAL
nails,8529b6c3fffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
nails,852664cbfffffff,842664dffffffff,0,50,REAL,0.8,0.2,LOCAL
laser,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
dentist,85441a8ffffffff,84441a9ffffffff,0,50,REAL,1,0,LOCAL
valvoline instant oil change,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.8,0,LOCAL
deep tissue massage,8529a567fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
couples massage,85275d77fffffff,84275d7ffffffff,0,50,REAL,1,0,LOCAL
facial,8526e38bfffffff,8426e39ffffffff,0,50,REAL,1,0,LOCAL
ohio cryo,852a957bfffffff,842a957ffffffff,0,50,REAL,1,0,LOCAL
art class,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.8,0,LOCAL
facials,85283097fffffff,8428309ffffffff,0,50,REAL,0.8,0,LOCAL
sewing,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,852659a3fffffff,842659bffffffff,0,50,REAL,0.8,0.2,LOCAL
lymphatic drainage,8529a0b3fffffff,8429a0bffffffff,0,50,REAL,0.8,0.2,LOCAL
gel mani pedi,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
botox,8544a113fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
eyelash extensions,852a1063fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
valvoline oil change,852a8a93fffffff,842a8a9ffffffff,0,50,REAL,0.8,0.2,LOCAL
lymphatic massage,8544d84ffffffff,8444d85ffffffff,0,50,REAL,1,0,LOCAL
men spa,852a100ffffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
nails,8526cb9bfffffff,8426cb9ffffffff,0,50,REAL,1,0,LOCAL
alignment,8529ab9bfffffff,8429ab9ffffffff,0,50,REAL,0.8,0.2,LOCAL
body magic,852a1047fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
full synthetic oil change,8544a933fffffff,8444a93ffffffff,0,50,REAL,0.8,0,LOCAL
microneedling,8529a0affffffff,8429a0bffffffff,0,50,REAL,1,0,LOCAL
manicure,85275937fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
facial,852832bbfffffff,842832bffffffff,0,50,REAL,0.8,0.2,LOCAL
brazilian wax,852661a3fffffff,842661bffffffff,0,50,REAL,0.8,0.2,LOCAL
laser lipo,852a1347fffffff,842a135ffffffff,0,50,REAL,1,0,LOCAL
axe throwing,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,0.8,0.2,LOCAL
keratin treatment,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,0.8,0,LOCAL
pedicure,85444643fffffff,8444465ffffffff,0,50,REAL,0.8,0.2,LOCAL
gplus,852a1007fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
sweet cheeks,85288423fffffff,8428843ffffffff,0,50,REAL,1,0,LOCAL
aly and aj,8526cb93fffffff,8426cb9ffffffff,0,50,REAL,1,0,LOCAL
sky zone tulsa,8526ea97fffffff,8426ea9ffffffff,0,50,REAL,0.8,0.2,LOCAL
zoo,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
urban air adventure park,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
electrolysis,8529a41bfffffff,8429a41ffffffff,0,50,REAL,0.8,0.2,LOCAL
ice bar las vegas,852986bbfffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
massage,852ab337fffffff,842ab33ffffffff,0,50,REAL,1,0,LOCAL
gel pedicure,8544a90ffffffff,8444a91ffffffff,0,50,REAL,0.8,0,LOCAL
slick,8548ebb7fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
for two,852664c3fffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
bodies,852986bbfffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
spa zone,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
4ever young,8544c1abfffffff,8444c1bffffffff,0,50,REAL,1,0,LOCAL
hot wheels,8529a413fffffff,8429a41ffffffff,0,50,REAL,0.8,0,LOCAL
carpet cleaning,852a1077fffffff,842a107ffffffff,0,50,REAL,0.8,0.2,LOCAL
dysport,85283083fffffff,8428309ffffffff,0,50,REAL,0.8,0.2,LOCAL
wax,852a1077fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
pedicure,8544c133fffffff,8444c13ffffffff,0,50,REAL,0.8,0.2,LOCAL
urban jungle,8548eba3fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
nails,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
starship tours,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
chiropractor,8529a56bfffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
mancinos,852a94dbfffffff,842a94dffffffff,0,50,REAL,0.8,0.2,LOCAL
bounce,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
synthetic oil change,852aa84ffffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
scalp,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,0.8,0,LOCAL
transmission flush,852986bbfffffff,842986bffffffff,0,50,REAL,1,0,LOCAL
hair,852a1047fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
wall climbing gym,8529a477fffffff,8429a47ffffffff,0,50,REAL,1,0,LOCAL
taste xian,8528d55bfffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
hr class,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
paintball,8526cab7fffffff,8426cabffffffff,0,50,REAL,1,0,LOCAL
facial,8529a57bfffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
laser tag,852b8a2ffffffff,842b8a3ffffffff,0,50,REAL,1,0,LOCAL
spa massage,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,0.8,0,LOCAL
pedicure,852aa857fffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
hydrafacial,8529a403fffffff,8429a41ffffffff,0,50,REAL,0.8,0.2,LOCAL
laser hair,852aaab3fffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
lashes,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
extracar,8528d553fffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
lip flip,8526c877fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
momentum silver street,85446cabfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
brake pad replacement,8528308ffffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8528f017fffffff,8428f01ffffffff,0,50,REAL,1,0,LOCAL
johns,85283217fffffff,8428321ffffffff,0,50,REAL,0.8,0,LOCAL
adventure,852a957bfffffff,842a957ffffffff,0,50,REAL,1,0,LOCAL
escapalogy,8526645bfffffff,8426645ffffffff,0,50,REAL,1,0,LOCAL
spa,8528308bfffffff,8428309ffffffff,0,50,REAL,0.8,0.2,LOCAL
arrigoni,852a14affffffff,842a14bffffffff,0,50,REAL,1,0,LOCAL
kids,8527592ffffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
world of fun,85265603fffffff,8426561ffffffff,0,50,REAL,1,0,LOCAL
massages,8544a107fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
flight lessons,852aa85bfffffff,842aa85ffffffff,0,50,REAL,0.8,0.2,LOCAL
scene 75,852ab317fffffff,842ab31ffffffff,0,50,REAL,1,0,LOCAL
massage,85446cb3fffffff,84446cbffffffff,0,50,REAL,0.8,0.2,LOCAL
kids activities,8544a9bbfffffff,8444a9bffffffff,0,50,REAL,0.8,0,LOCAL
trampoline park,8548e96ffffffff,8448e97ffffffff,0,50,REAL,1,0,LOCAL
full body massage,852a956bfffffff,842a957ffffffff,0,50,REAL,1,0,LOCAL
golf,8529a413fffffff,8429a41ffffffff,0,50,REAL,0.8,0.2,LOCAL
american dream waterpark,852a100bfffffff,842a101ffffffff,0,50,REAL,0.8,0.2,LOCAL
spa,85268ccffffffff,84268cdffffffff,0,50,REAL,0.8,0,LOCAL
acupuncture,8529a017fffffff,8429a01ffffffff,0,50,REAL,0.8,0,LOCAL
pedicure,8529a457fffffff,8429a45ffffffff,0,50,REAL,0.8,0.2,LOCAL
museum sex,8544a117fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
couples spa day,85265673fffffff,8426567ffffffff,0,50,REAL,1,0,LOCAL
missing piece,8544130ffffffff,8444131ffffffff,0,50,REAL,0.8,0.2,LOCAL
launching pad,852a8a93fffffff,842a8a9ffffffff,0,50,REAL,0.8,0.2,LOCAL
oil change,85264dabfffffff,84264dbffffffff,0,50,REAL,1,0,LOCAL
facials,85446ca7fffffff,84446cbffffffff,0,50,REAL,0.8,0.2,LOCAL
facial,85446ca3fffffff,84446cbffffffff,0,50,REAL,0.8,0,LOCAL
panic escape room,85275933fffffff,8427593ffffffff,0,50,REAL,0.8,0,LOCAL
park dia,8526aa6ffffffff,8426aa7ffffffff,0,50,REAL,0.8,0.2,LOCAL
wine tasting,8528f0abfffffff,8428f0bffffffff,0,50,REAL,0.8,0,LOCAL
couple massage,8526c877fffffff,8426c87ffffffff,0,50,REAL,0.8,0,LOCAL
ax throwing,852832abfffffff,842832bffffffff,0,50,REAL,0.8,0.2,LOCAL
acupuncture,85446ca3fffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
wine tasting,85268ccbfffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
td beauty spa,8529a56bfffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
lip filler,852ab2dbfffffff,842ab2dffffffff,0,50,REAL,0.8,0.2,LOCAL
alignment,85489c13fffffff,84489c1ffffffff,0,50,REAL,0.8,0.2,LOCAL
mani pedi,8528f007fffffff,8428f01ffffffff,0,50,REAL,0.8,0,LOCAL
botox,852a1297fffffff,842a129ffffffff,0,50,REAL,0.8,0,LOCAL
infrared sauna,852a1073fffffff,842a107ffffffff,0,50,REAL,0.8,0.2,LOCAL
a harrowing escape,8544a90ffffffff,8444a91ffffffff,0,50,REAL,0.8,0,LOCAL
the range at ballantyne,8544d85bfffffff,8444d85ffffffff,0,50,REAL,0.8,0.2,LOCAL
moes,852a10bbfffffff,842a10bffffffff,0,50,REAL,0.8,0,LOCAL
facials,85264d0ffffffff,84264d1ffffffff,0,50,REAL,0.8,0.2,LOCAL
allegra,85441ac3fffffff,84441adffffffff,0,50,REAL,1,0,LOCAL
kids activities,85446cb7fffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
pumpkin,8529b68bfffffff,8429b69ffffffff,0,50,REAL,0.8,0.2,LOCAL
alignment,85441ac7fffffff,84441adffffffff,0,50,REAL,0.8,0.2,LOCAL
hydrafacial,85441a8bfffffff,84441a9ffffffff,0,50,REAL,0.8,0,LOCAL
