,name,customer_category_id,combined_text,combined_text_embeddings
0,Escape Games,00dcb3b8-8176-4d67-85a5-4a64c56e2955,escape room people murder private valid experience game mystery home escape room murder mystery private escape escaperoomstyle murder mystery people escape game murder us room experience valid any four six escaperoomstyle murder mystery private escape room murder mystery people escape room experience escape room four four six eight flavor packhome escaperoomstyle packhome escaperoomstyle murder murder mysteryhome escaperoomstyle mysteryhome escaperoomstyle murder,"[ 5.17557226e-02 -5.07052392e-02 -3.72488052e-02  2.79166326e-02
  1.49422614e-02  1.33876309e-01  4.65816520e-02 -6.62119240e-02
  1.42480563e-02 -4.91492916e-03  3.89497094e-02 -5.07293865e-02
  1.60490200e-02 -3.73969302e-02  6.81715012e-02 -2.46667769e-02
  4.23306078e-02  4.81775850e-02 -5.83566017e-02  1.16487779e-02
 -3.48390676e-02 -5.53855374e-02  8.84322915e-03 -4.91500013e-02
 -5.16094230e-02  1.78026743e-02 -2.57277526e-02  1.12548014e-02
 -5.69434278e-02 -1.14226699e-01  4.50100452e-02  4.86605391e-02
  2.67393216e-02  1.26249650e-02  9.30202454e-02 -6.48540035e-02
  5.01896208e-03  4.20060121e-02  1.07602738e-02  2.02806666e-03
 -1.27162278e-01 -1.89851541e-02  9.69720632e-03  1.27436761e-02
 -2.59805378e-02 -5.60724698e-02 -7.67727196e-02 -4.28720936e-02
  5.29538356e-02 -3.98379676e-02  5.39638363e-02  1.88769922e-02
 -1.23497486e-01  1.20022736e-01 -2.59340443e-02 -9.40926373e-02
 -4.50433232e-02  2.73968019e-02 -1.41958082e-02 -1.61336246e-03
 -5.68478182e-03  1.61474328e-02  9.35878791e-03  1.93943232e-02
 -5.90623915e-02  1.49880070e-02 -7.45549500e-02  3.34170200e-02
  7.12404177e-02 -9.48452577e-03 -6.99721128e-02  7.23952428e-03
 -8.01812671e-03 -8.58136825e-03  1.22591639e-02  3.67069319e-02
 -1.83674991e-02 -8.94182250e-02 -1.34204887e-02  9.54583474e-03
 -1.76525805e-02 -1.02195889e-01 -4.58020382e-02 -2.49794070e-02
 -1.45932669e-02  1.19247520e-02 -1.02546111e-01  3.26601416e-02
 -1.01144053e-01 -2.78633088e-03 -4.85758446e-02 -3.88216935e-02
  7.96915889e-02 -1.04901455e-02  1.59564447e-02  3.49449390e-03
 -7.93317705e-02 -3.92073207e-02  7.23564718e-03 -8.65280628e-03
 -3.43830846e-02  2.51715276e-02 -5.78933256e-03 -2.51717423e-03
  4.75471728e-02 -6.10967092e-02  3.27955969e-02 -1.76301822e-02
  5.54251077e-04 -4.30024453e-02 -5.22565879e-02  1.41858710e-02
  7.32453167e-02 -5.42394035e-02  1.23521294e-02 -1.68289263e-02
  2.44300477e-02  3.57686505e-02  8.51622820e-02  1.09547883e-01
  2.64893919e-02  3.87784131e-02  7.58830160e-02 -6.64923061e-03
 -4.91261259e-02  3.29463854e-02 -2.63638534e-02  1.29104456e-32
  4.79012821e-03 -4.45955209e-02 -4.45434190e-02  8.69809017e-02
  1.10155717e-01 -1.96376238e-02 -8.09033886e-02  1.33905811e-02
 -2.60245241e-02  9.80130807e-02  2.83661834e-03 -1.00630365e-01
 -3.10187433e-02  1.90738775e-03  8.05248469e-02  6.00632131e-02
  1.31821278e-02  1.64357703e-02 -6.86432421e-02 -3.08545418e-02
 -1.71527043e-02  3.56018618e-02 -6.86659990e-03  5.41327856e-02
 -2.47927457e-02  3.91981937e-02 -3.45030390e-02 -2.09694654e-02
  8.97216201e-02  1.05298422e-02 -2.80453619e-02  9.48068406e-03
  8.93402379e-04 -2.90971212e-02  5.45618311e-02  9.99022052e-02
  6.96198344e-02 -3.06411758e-02  1.54750859e-02 -2.24249810e-02
 -1.16880767e-01 -4.24266495e-02 -6.60651177e-02  1.48233734e-02
  5.25370501e-02  7.83709716e-03  1.60118323e-02 -1.87390130e-02
  3.85860093e-02  2.72773672e-02 -1.27745094e-02  3.22076082e-02
 -4.30612937e-02  3.16474251e-02  1.34238005e-02 -2.89325994e-02
  1.15440609e-02 -4.57268022e-03  6.79147840e-02  8.04465488e-02
  9.65471379e-04  9.55186859e-02  5.34328399e-03 -2.00287960e-02
  2.27617729e-03 -8.45622942e-02  4.31239940e-02 -1.15621433e-01
  2.19942871e-02  4.71570753e-02 -8.93806145e-02 -1.89265646e-02
  9.38457961e-04 -2.24178135e-02 -2.26060636e-02 -2.37456467e-02
 -7.24670142e-02 -4.59072590e-02 -5.44738024e-02 -3.79134677e-02
  2.36906651e-02 -2.71070153e-02 -1.05228210e-02  1.07437037e-01
  3.33697684e-02  1.91768520e-02 -2.31558960e-02 -7.83524513e-02
 -6.49435148e-02  2.30555329e-02  5.91370948e-02 -5.40280044e-02
  6.61628321e-02 -3.52409407e-02 -4.22643647e-02 -1.42849453e-32
  3.80814821e-02 -2.56562252e-02 -8.24325085e-02 -5.76375984e-02
  7.27282539e-02 -2.49912310e-03 -9.15915295e-02 -2.65832674e-02
  8.15434754e-02  3.89029533e-02 -7.11365119e-02  5.74336089e-02
  1.35377750e-01  1.83928274e-02 -2.71706539e-03 -2.39768475e-02
  7.01391175e-02  1.50980251e-02 -6.72064116e-03  8.19013864e-02
 -6.78926753e-03 -1.03301732e-02 -1.34596050e-01  8.15106332e-02
  2.72234790e-02  5.67890592e-02  3.75205800e-02  2.75990386e-02
 -1.01905977e-02  2.76920721e-02 -2.30909530e-02  2.01401976e-03
  5.30928448e-02  6.18293285e-02 -1.56510528e-02 -1.27130831e-02
  7.22565269e-03 -1.03996845e-03 -1.01680584e-01 -1.17228199e-02
 -1.76215228e-02 -2.19375081e-02 -3.95070724e-02  1.10910609e-01
 -5.09860478e-02 -5.23367599e-02 -7.52372891e-02 -3.18399779e-02
 -2.37787757e-02  8.02235454e-02 -6.98443204e-02 -6.84189647e-02
 -1.00867867e-01 -7.25619644e-02 -6.91861436e-02  1.86638944e-02
 -4.49974574e-02 -2.72589885e-02  2.11168528e-02  9.00235251e-02
 -4.88527725e-03  6.41329959e-02 -8.16269666e-02  8.23986605e-02
 -4.59577236e-03 -1.25980368e-02 -9.44819450e-02  3.67923477e-03
 -1.14547566e-01 -4.10397425e-02 -1.67436544e-02 -1.38402693e-02
 -1.18893832e-01  2.57914513e-02  1.57424901e-02  8.94794415e-04
 -1.47898286e-03  1.45354476e-02 -3.31087783e-02  3.61628272e-02
 -4.14240211e-02 -3.54111418e-02 -4.98441234e-02  8.57225657e-02
  3.46326306e-02 -2.29317993e-02  4.34350297e-02  5.46812005e-02
 -3.45284976e-02 -4.01803479e-02  6.39009774e-02 -1.52259376e-02
  4.25793566e-02 -7.90170953e-02  7.33016664e-03 -4.12080006e-08
 -2.73500569e-02  4.68481984e-03  8.00736342e-03  3.16896848e-02
  2.97578629e-02 -3.59144025e-02  7.84107018e-04  2.92118248e-02
 -2.25622263e-02  3.68155502e-02  5.69298789e-02  2.83721765e-03
 -2.78247287e-03  1.80016179e-02  1.49621228e-02  1.89557374e-02
 -6.42592460e-02 -1.77461980e-03 -3.86347026e-02  1.31639447e-02
  9.29033197e-03  4.37032292e-03  4.91520092e-02 -4.47879843e-02
  1.97702479e-02  3.04434132e-02 -4.95240726e-02 -3.62975597e-02
  3.24329250e-02  1.07472084e-01  3.74071822e-02 -3.93141359e-02
 -3.23354825e-02  3.35374363e-02 -7.35622570e-02  4.85412963e-02
  7.11036623e-02  1.36043727e-02 -7.72137661e-03 -4.64303382e-02
  2.38532957e-05 -1.44357234e-01 -5.91703970e-03 -3.00003253e-02
 -9.76840630e-02 -3.34986262e-02  1.86438691e-02 -4.48064059e-02
  2.98228906e-03 -4.86437418e-02 -4.33469489e-02 -2.97005400e-02
 -2.99913902e-02  2.34908760e-02  1.12675615e-01  3.81642915e-02
  1.05424859e-02  7.86863044e-02  2.22772490e-02 -1.78195983e-02
  7.34665841e-02  1.17014527e-01 -3.88655178e-02 -4.27034348e-02]"
1,Pilates,024d4f6c-d1d6-4ecd-905e-0f91c9b4ab54,pilates classes reformer private one sessions fitness five group experience pilates reformer pilates classes reformer classes private pilates im pilates mat pilates power plate new clients reformer pilates your fitness pilates reformer classes private pilates gyrotonic your fitness journey reformer pilates classes eight pilates reformer three pilates equipment pilates equipment group classes restrictions apply inferno hot pilates pilates gyrotonic tower,"[-2.95304134e-02 -1.04599603e-01 -5.06738620e-03 -1.19238952e-02
 -3.91842797e-02  4.61918265e-02 -4.07251604e-02 -1.08365506e-01
 -1.90960895e-02 -4.13767062e-02  3.36877331e-02  4.25779074e-02
  1.44249396e-02 -1.48819424e-02  8.08527470e-02 -2.84393691e-02
  5.57592958e-02  3.16919088e-02 -8.24713632e-02 -2.17037275e-02
  3.92292552e-02 -6.74972236e-02 -4.10797773e-03  3.46014872e-02
 -4.08016741e-02  3.94909419e-02 -3.18467915e-02 -9.93537456e-02
 -2.21578740e-02 -4.98008765e-02 -7.16412887e-02  4.75564301e-02
 -2.91068740e-02  1.03611741e-02  4.72008139e-02  3.53958420e-02
 -4.80135605e-02  7.43544027e-02 -8.41544289e-03  4.11632881e-02
 -7.83682764e-02 -7.50848129e-02 -2.60945428e-02  2.05183923e-02
  4.00630124e-02  4.31603044e-02  1.15162891e-03 -1.17495038e-01
 -2.26153582e-02 -1.67902652e-02 -2.29138508e-03 -6.02711402e-02
 -2.09469423e-02  5.12789302e-02 -3.24973613e-02 -1.94553547e-02
  1.90444831e-02  3.25486921e-02 -8.67016912e-02  4.78617512e-02
 -9.79043618e-02 -5.85995466e-02 -4.25849445e-02 -1.89071447e-02
 -6.73784465e-02  1.00710295e-01 -2.22333297e-02  4.16602716e-02
 -2.31353473e-02  6.42288551e-02 -5.07074669e-02  3.17427889e-02
  3.06165311e-03  1.72508880e-02  4.42809165e-02 -4.44933539e-03
 -2.55772145e-03 -6.62733316e-02  4.53987941e-02 -4.44710590e-02
 -4.58968952e-02  3.12401168e-03  1.15231080e-02 -5.34992293e-02
 -6.81182891e-02  1.14300912e-02 -6.44986108e-02  4.71733883e-03
 -8.34278390e-02 -6.89771399e-03 -4.00297716e-02  3.53015289e-02
  2.86230352e-02  3.20691727e-02 -8.31827521e-02 -4.05661901e-03
 -9.05212536e-02 -6.23387704e-03  3.85804102e-02 -5.55422939e-02
 -4.00469080e-03 -6.20065024e-03  6.34856150e-02  2.65117362e-02
 -7.49035552e-02 -5.79864755e-02  1.07259285e-02  2.05807779e-02
  3.59888189e-02 -1.41865090e-02 -2.59601362e-02  2.72461530e-02
 -3.67278270e-02 -5.90419658e-02 -2.55336575e-02  2.09800936e-02
  1.45893916e-02  3.56598496e-02 -4.68110256e-02  1.37148008e-01
 -2.36678515e-02  2.23469678e-02  1.12027824e-01 -7.10303057e-03
 -1.19976282e-01  1.75685287e-02 -8.08257535e-02  1.86217760e-32
  7.44582117e-02  4.13036905e-02  1.54890195e-02  1.01666152e-01
  3.88702303e-02 -3.10715176e-02 -4.76117805e-02  2.99620423e-02
 -1.98983569e-02  2.93980315e-02  4.83745970e-02  7.51418620e-02
  1.52056348e-02  8.52737427e-02  2.60541886e-02  8.42033513e-03
  6.00077957e-03  6.05398454e-02 -5.18083898e-03 -1.02559719e-02
  1.70284361e-02  3.71990316e-02  1.30520873e-02  6.66154996e-02
 -5.77185974e-02  1.48968352e-02  2.35371627e-02 -1.11943046e-02
 -2.75738519e-02  2.74282368e-03  1.23010781e-02  4.48138155e-02
 -2.51087025e-02 -7.23423436e-02  7.14896843e-02  2.72654444e-02
  6.90774545e-02 -4.03008275e-02  8.90559107e-02 -1.55280419e-02
 -2.02474725e-02 -2.60194764e-02  3.39820161e-02 -7.03600375e-03
  7.09501654e-02  1.58670638e-02  8.66268352e-02  1.98720414e-02
  3.30786705e-02 -3.46285440e-02  4.20136936e-02  4.42392156e-02
  2.75402982e-02  7.10124429e-03  3.44987810e-02 -5.30894995e-02
 -1.25154946e-02  4.65237349e-02  1.70269255e-02  5.40857688e-02
  1.96636561e-03  3.28994729e-02 -3.06837191e-03 -3.91175300e-02
 -1.21213093e-01 -2.66913343e-02 -1.68197509e-02 -4.84537520e-02
  5.26186489e-02  5.92178404e-02 -4.18510139e-02  1.68836191e-02
 -2.29099374e-02  8.82785022e-02  1.39014915e-01 -1.63853373e-02
 -9.45357904e-02 -6.27385452e-03 -8.47552419e-02 -2.65081804e-02
 -5.10906316e-02 -4.99368878e-03 -2.51901876e-02  1.02915660e-01
  2.96014617e-03  3.86300944e-02  2.31900159e-02  5.45885740e-03
  7.16186187e-04  5.34522571e-02 -9.04155821e-02 -2.22187378e-02
  9.49568301e-02  3.66635956e-02  3.83734107e-02 -1.76114209e-32
 -9.15265922e-03  5.75079694e-02 -8.45657960e-02  3.08240727e-02
  1.12552479e-01 -3.22825126e-02  1.79702286e-02 -5.25863692e-02
  7.82870725e-02  1.26949195e-02  1.17792273e-02 -4.32493389e-02
 -2.83979643e-02 -3.87404524e-02 -8.98519009e-02 -3.82557102e-02
 -1.28844798e-01  1.55556742e-02  3.95962745e-02  5.93508705e-02
 -8.55779834e-03 -9.03562382e-02  1.81569662e-02  5.52987345e-02
  3.70812491e-02  3.92136462e-02 -2.60306485e-02  5.47006167e-02
  2.42220581e-01  2.25906055e-02 -5.07777222e-02 -4.18509804e-02
  1.52632603e-02  6.29343018e-02 -2.83595119e-02  2.86931060e-02
 -5.06237745e-02  2.22900379e-02  2.89886966e-02 -4.33733081e-03
  3.17287594e-02 -4.14089262e-02  3.72903161e-02  1.83475204e-02
 -1.06104314e-02 -8.18001255e-02 -2.54073665e-02 -5.67872263e-02
 -8.39017704e-02 -3.73416510e-03 -5.48171625e-02 -3.36927287e-02
 -9.17871371e-02  1.32053997e-02  1.18334417e-03 -3.04321162e-02
  5.47305085e-02 -8.21635500e-02  2.01091617e-02 -2.29447745e-02
 -8.34881589e-02  4.16195542e-02 -2.26879548e-02  1.03337534e-01
  3.99618037e-02 -3.14072520e-02  8.08478147e-03 -9.52693447e-03
 -1.02340952e-01  1.76034532e-02 -7.66084120e-02  1.82082057e-02
  6.97275950e-03  7.65184779e-03 -1.89247495e-03  5.29202027e-03
 -8.23759940e-03 -1.79299433e-02 -2.50607003e-02 -2.28705816e-02
  9.33944806e-03 -1.03013150e-01 -3.18097472e-02  6.60848022e-02
  1.22410990e-02  7.73442015e-02  1.19893692e-01  5.44575835e-03
  2.35120626e-03  1.17320884e-02  1.49146188e-02  2.15230715e-02
  7.10542351e-02 -3.58850434e-02 -1.38646495e-02 -4.85011320e-08
 -6.43659309e-02  5.96389808e-02  1.34153722e-03  5.84967732e-02
  8.80805030e-02 -8.01736303e-03 -8.84748902e-03  9.46400836e-02
 -2.17693523e-02  6.89539779e-03  1.06243957e-02 -8.37286562e-03
  7.95658678e-02 -4.19819467e-02  3.75460349e-02 -8.91591515e-03
 -3.34587917e-02  7.58284852e-02  1.72590110e-02 -2.75690603e-04
 -5.95081598e-02 -5.32468967e-02 -2.82152854e-02  3.03787366e-02
 -4.29261327e-02 -1.76467169e-02 -1.78473387e-02 -3.79954502e-02
 -3.67394253e-03  6.65877387e-03  3.85571495e-02 -7.77821988e-02
 -3.73453111e-03 -3.87925655e-03  9.13182460e-03  2.11335663e-02
 -7.29746819e-02 -2.23329235e-02  1.53284110e-02  5.72444238e-02
 -5.05563393e-02 -9.53858271e-02  5.87529689e-03  6.62167594e-02
  4.20752726e-03 -1.17424488e-01 -6.40184581e-02 -1.27057791e-01
  1.60319395e-02  1.69431902e-02 -1.53772160e-02 -3.97144519e-02
  5.24407998e-03 -4.20629680e-02 -8.89060728e-04  7.39142969e-02
  4.81213666e-02  8.53743497e-03  4.78227884e-02 -2.40426301e-03
 -1.12855257e-02  5.38642295e-02 -6.12041764e-02 -6.60820678e-02]"
2,Face & Skin Care,05c41219-e7c2-4e72-afea-b9ec7dad0a83,skin one treatment micro needling microneedling laser treatments experience face microneedling treatment laser skin your skin skin resurfacing microneedling treatments face neck radiant skin microneedling sessions one two acne treatment laser skin resurfacing transform your skin microneedling treatment prp microneedling treatmentone microneedling one two three micro needling treatmentsone acne treatment sessions med spa microneedling skin resurfacing treatment microneedling hyaluronic acid,"[-1.67702138e-02 -6.59223795e-02  1.00187510e-01  4.60260361e-03
 -3.33906943e-03  1.38703762e-02  9.78119597e-02  1.03345839e-02
 -4.93892133e-02 -5.82078770e-02  5.24794646e-02 -3.63877192e-02
  1.47468979e-02  3.82874049e-02  3.82308215e-02  5.32065555e-02
 -3.68286818e-02  5.16798981e-02 -1.78158339e-02  1.98314134e-02
  6.85095862e-02 -3.63286883e-02 -3.03167757e-02  1.47928186e-02
 -7.00713694e-02  2.52711796e-03 -4.51371558e-02 -4.35913121e-03
  1.07606845e-02 -1.94001980e-02 -2.52215983e-03  3.46569754e-02
 -1.55231044e-01  3.16628218e-02  2.67725554e-03 -7.11790919e-02
 -6.79958761e-02  3.40791345e-02 -8.94604921e-02  4.36947308e-02
  5.59369773e-02 -9.07984301e-02 -2.84956098e-02  2.37063188e-02
  4.44650128e-02 -1.24039836e-02 -5.58132604e-02 -3.49024236e-02
 -5.47530800e-02 -1.37786223e-02 -2.53487527e-02 -4.48552258e-02
 -4.98499759e-02  5.57670817e-02 -2.87822857e-02  3.33619071e-03
 -5.48211224e-02  2.57062688e-02 -5.12105832e-03  2.59854626e-02
 -6.13161735e-02 -4.56114337e-02 -6.92263320e-02  1.18976389e-03
  5.78384884e-02 -1.60778705e-02  5.84184453e-02 -6.91363737e-02
  1.43896388e-02  6.73783645e-02 -8.44769627e-02  1.27656264e-02
 -4.17402089e-02  2.24246532e-02  5.29964902e-02 -6.74962327e-02
 -1.89842954e-02 -2.00669674e-04 -2.07383316e-02 -2.96095088e-02
  2.08236231e-03  5.93782999e-02  4.29807566e-02  2.49687769e-02
 -7.94569626e-02 -4.59637456e-02 -5.67300655e-02 -8.49554539e-02
 -3.83741260e-02 -9.11772531e-03 -1.19065801e-02  6.04882687e-02
 -1.88773554e-02 -1.81277599e-02 -7.97740594e-02  2.22964790e-02
 -7.40688667e-02  2.53136624e-02  3.20250802e-02  6.75259950e-03
 -5.97219653e-02 -1.34220019e-01 -3.74777839e-02 -2.27338765e-02
 -5.76953478e-02 -5.79247959e-02 -6.63582534e-02 -3.68449204e-02
  1.97049999e-03 -1.31485602e-02  2.30633020e-02 -2.06337310e-02
 -5.67447096e-02 -2.55600344e-02  3.37550230e-02  7.58339241e-02
 -1.84311122e-02  4.80840169e-02  9.53794867e-02  2.82925516e-02
 -2.06363082e-04 -3.04971039e-02  1.00177787e-01 -9.64639559e-02
 -7.05208480e-02  5.29530924e-03  2.85462141e-02  1.25131638e-32
 -4.30302974e-03  2.94331890e-02 -1.03991209e-02  6.15671091e-02
  3.78576666e-02  2.58402284e-02  1.53057538e-02  6.31653443e-02
 -5.56974765e-03 -7.95468912e-02 -5.12128742e-03  7.95339495e-02
 -5.31991981e-02  9.44202393e-02 -7.13199675e-02 -4.91142608e-02
  6.08688630e-02  2.82494277e-02 -3.07164434e-02 -4.60032094e-03
 -2.37171561e-03  8.92090052e-02  2.79361084e-02  1.25285387e-01
 -5.19407317e-02  1.41688613e-02 -4.47781058e-03  1.50833139e-02
 -2.44004913e-02 -1.08520389e-02  4.99990880e-02  1.28346980e-01
 -6.19698875e-03 -1.18031010e-01  4.34154421e-02  6.89278170e-02
  8.71748701e-02 -7.04746181e-03  1.02357659e-02 -1.16436526e-01
 -2.20649373e-02  6.00215495e-02 -1.64622888e-02 -6.09151199e-02
  8.46359059e-02  2.27756370e-02 -1.23217486e-01 -1.89059786e-02
 -1.25782320e-03 -2.20380183e-02  1.67485885e-02  5.47739528e-02
 -1.98286507e-04  1.65317487e-02  1.96766630e-02 -5.67796314e-03
 -9.73813012e-02  1.35625778e-02  9.48831718e-03  2.46233996e-02
 -1.67619009e-02 -9.43029001e-02  4.65942509e-02 -7.21890829e-04
  2.10785493e-02  5.85419871e-02  4.39794213e-02  5.10059744e-02
 -3.73286381e-02  3.12047284e-02 -1.02656148e-01  4.70678806e-02
  6.01662472e-02 -3.20571736e-02  4.34519984e-02 -1.88662000e-02
  2.31667552e-02  9.93762240e-02 -7.18588307e-02  5.13565093e-02
 -5.78718334e-02  6.42587468e-02 -1.21193081e-02  5.96721470e-02
  3.87955084e-02 -3.55519168e-02 -2.11332622e-03  7.88015500e-03
  2.82828715e-02 -1.28589720e-02  3.69459800e-02  1.56242233e-02
  4.34427373e-02  2.78134700e-02 -1.76738985e-02 -1.25226456e-32
 -4.97352704e-03  5.26418462e-02 -3.17740515e-02  6.41514584e-02
  5.23849167e-02  5.09346239e-02  8.07135925e-03 -2.96358671e-02
  3.23463529e-02  4.17946614e-02 -2.09220089e-02 -2.09209174e-02
 -5.89020997e-02 -8.83629024e-02 -1.21333115e-01  1.58230739e-03
 -7.19705597e-03  5.06603997e-03 -3.27491909e-02  8.78339708e-02
 -4.01523598e-02  5.10875545e-02 -1.82526503e-02  1.22810516e-03
 -2.18094047e-02 -2.18566637e-02  2.24391297e-02  3.22304592e-02
  5.03414534e-02  4.10215184e-02  3.82343531e-02 -7.26908222e-02
  1.61105823e-02  3.04715019e-02 -9.37714148e-03 -2.76568811e-02
  8.67305249e-02 -2.73497999e-02 -1.74048655e-02 -1.80707523e-03
  8.97273198e-02 -1.12025760e-01  3.11372634e-02  7.08941445e-02
  3.80372815e-02  5.54500287e-03 -1.07379049e-01 -7.50799179e-02
 -1.38832197e-01 -2.74983253e-02 -6.63737208e-02 -3.05101252e-03
 -1.03764325e-01 -5.95765375e-02 -2.47948989e-02 -6.64655715e-02
  8.35706890e-02 -1.72468536e-02 -7.05691986e-03  5.09466752e-02
 -5.09596281e-02  2.63914298e-02 -3.57231908e-02  1.49974711e-02
 -1.86405350e-02  2.14416720e-02  2.23036930e-02 -3.18179019e-02
 -2.86230072e-02  1.79721359e-02 -3.97432409e-03  7.39772618e-03
 -1.81559008e-02 -2.27180123e-02  1.13900308e-03  3.32837850e-02
  1.75405294e-02 -3.10225803e-02 -9.72155705e-02  4.25703861e-02
 -6.63692132e-02 -1.04655117e-01 -3.97803672e-02  1.08198948e-01
 -4.26426763e-03  3.52964327e-02  1.44445747e-01  2.41860040e-02
 -4.76569943e-02  6.10988215e-03 -1.77533869e-02  3.77395414e-02
  6.04514070e-02 -1.63154155e-02  4.53099087e-02 -3.85949832e-08
  1.03542814e-02  4.43670712e-03  5.42945936e-02  7.33904261e-03
  3.45404707e-02  4.06941548e-02 -3.19672003e-02  1.27491355e-01
 -9.18808579e-02 -1.66610889e-02 -2.21971259e-03  2.75361910e-02
  1.34313609e-02  3.18682715e-02  1.07826516e-02 -5.16714342e-02
  4.35010195e-02  6.42466499e-03 -6.66768923e-02 -2.33650450e-02
 -1.37106895e-01  1.14772283e-02  1.98980942e-02 -2.42149998e-02
 -2.97894031e-02  1.55233759e-02  4.71279137e-02  7.69812539e-02
 -4.96975146e-02 -1.20041417e-02  7.34566599e-02 -2.58481745e-02
  2.95431670e-02  1.60943028e-02 -1.55749684e-02 -4.31983285e-02
  1.84643008e-02 -2.97706909e-02  8.43414664e-02 -3.67080467e-03
 -3.56871588e-03  3.23686888e-03  2.85687931e-02  5.64201251e-02
 -1.12169096e-02  7.50314631e-03 -4.09300625e-03 -1.51342779e-01
 -3.70649062e-02  5.84577397e-02 -1.53642278e-02  2.81081032e-02
 -4.13135588e-02  3.85681354e-02 -6.11584112e-02  8.20267797e-02
  6.25021681e-02 -5.53701818e-03  5.62248640e-02 -4.05770801e-02
  1.34942578e-02 -3.28332372e-02 -2.78782044e-02  4.07714434e-02]"
