text,tfidf
2pc,8.97851339079171e-05
2pcs,0.00016218041267024636
2pk,7.187044402088953e-05
2toots,1.0631062308349603e-05
2x,0.000101562559647302
2x1,2.2528016149978048e-05
2x2,3.333101710399269e-05
2x3,2.4649816449272048e-05
2xl,0.0004692782710269991
30,0.008607213369265846
300,0.00024190883340565063
3000,5.350941319398061e-05
3000mg,4.935658049738074e-05
300mg,3.5470637734989164e-05
300ml,2.03890117490994e-05
300pcs,1.1773697410366715e-05
300tc,1.2384951300047752e-05
301,3.087401816077865e-05
303,1.449599014415459e-05
305,7.02182266986386e-05
309,1.0376024420885636e-05
30mg,1.0285221046851158e-05
30min,3.863040032044369e-05
30mins,1.8519254110477337e-05
30ml,4.580499637609114e-05
30mm,5.051355042164958e-05
30pcs,1.1072384827194748e-05
30pm,3.06606062861334e-05
30th,3.163914364555584e-05
30w,2.277891007900423e-05
31,0.0015790590777558162
310,4.412010169599282e-05
311,2.397957228193665e-05
315,2.442790962789793e-05
316,3.9481629264821894e-05
316l,1.4472947599712896e-05
317,1.0174563288599668e-05
31st,1.058588874302766e-05
32,0.001434148635223027
320,1.1133289133788899e-05
324,1.0444843116680584e-05
325,1.3592123679702132e-05
329,2.318354361214801e-05
32gb,8.909416710251261e-05
32oz,2.1464988883007445e-05
33,0.0027013272159724603
330,3.5663810446903775e-05
333,6.14726787344114e-05
34,0.001836047047604693
345,3.5763690156888456e-05
349,2.4791943914766923e-05
34th,1.6163783329279575e-05
35,0.004634581710777714
350,6.241604091938444e-05
351,1.3873657745551537e-05
35mm,2.806942546467846e-05
36,0.0017934068556535478
360,0.0005151212130083009
363,1.2164704103602595e-05
365,6.677894726018609e-05
369,6.238113469936173e-05
36th,1.9956783979637367e-05
36x24,1.2399073796015063e-05
37,0.004925761612375627
375,1.104409862745674e-05
38,0.0021452932557159046
380,1.2449483143186058e-05
384,1.0095284121670797e-05
385,1.5138876172470707e-05
386,1.1403721426788878e-05
38oz,1.0515381165695364e-05
38th,2.4211978088890573e-05
39,0.002089883542510144
399,3.184632613493749e-05
39mm,1.7933637459641004e-05
3br,1.147054474542028e-05
3ct,2.9187860833179635e-05
3d,0.0007782528180930122
3ds,3.246794703874215e-05
3ft,2.7820180366962395e-05
3ghz,1.0398451391622737e-05
3hr,4.8107897391721424e-05
3kingservice,1.0542302246051085e-05
3l,1.2068775304554513e-05
3m,1.9788197847137498e-05
3mm,9.998166492210363e-05
3oz,7.020781947486854e-05
3pack,1.71341325323384e-05
3pairs,1.8291706568259906e-05
3pc,0.00010492475951727808
3pcs,9.460857945427586e-05
3pk,3.5048520419036506e-05
3quest,0.00010761370433639916
3rd,8.556230064036078e-05
3sngt,1.1291225094975248e-05
3x,9.018312290252583e-05
3x4,1.1219154357413418e-05
3xl,0.00027211748094944037
40,0.007752725846547512
400,0.00011738951810043823
4000,1.4715953762910987e-05
400ml,1.5481821190211835e-05
401,5.045821449871034e-05
404,1.6581627841080126e-05
405,2.5457788490483606e-05
407,1.2822283305577135e-05
408,1.4529428569728997e-05
40ct,1.1430620290954066e-05
40mm,6.635826459421716e-05
40oz,3.0134927238425964e-05
40pk,1.6581338438632214e-05
41,0.0020665434924300487
410,1.14828678082224e-05
414,1.5019545723551367e-05
415,2.033351995592254e-05
41mm,2.410492161278128e-05
42,0.0038042854690345813
420,2.5661472154508786e-05
424,1.3513883568346924e-05
425,2.6754417145948495e-05
428,1.1696919001667478e-05
42mm,1.1998239137509463e-05
42nd,1.7521046651384128e-05
43,0.0019764848593809836
433,1.108334084202528e-05
43rd,1.0341961344345038e-05
44,0.0023394910126247805
440,1.3600185262013716e-05
449,1.2596600323564459e-05
44mm,4.162289323932082e-05
44th,3.4949118151103424e-05
45,0.004681129780803369
450,3.426834609483881e-05
4500,1.0005177490006131e-05
45min,2.379221828603384e-05
45mm,6.834439703259606e-05
45th,4.6229203383804306e-05
45w,1.5638351042210944e-05
46,0.0044841226802873465
464,4.3177543797560737e-05
46ft,1.4295461254649338e-05
46th,2.1077649394951186e-05
47,0.002078734139110963
47th,2.6614889518611333e-05
48,0.0030146183186849206
488,1.407694752141111e-05
48ft,1.1121494319770054e-05
48mp,1.1451935812849625e-05
49,0.002843609399854711
49cc,1.9167362524539764e-05
4a,1.0817634278955596e-05
4ct,5.4889026886066035e-05
4d,0.0001777137174478649
4ever,0.0005756818165809041
4fl,3.323336389513131e-05
4ft,2.8340957066884724e-05
4g,4.028249821822894e-05
4gb,5.753191899114033e-05
4hr,1.602106596264425e-05
4juliet,1.1576869733297012e-05
4k,4.495520457360311e-05
4mm,0.00015340677544381867
4oz,0.0002583452183327849
4pc,7.650083680461891e-05
4pcs,0.0001287967994379229
4pk,2.2458255170721562e-05
4qt,1.1430880748195157e-05
4romeo,1.1576869733297012e-05
4s,1.735297621366512e-05
4th,0.00011210171420227712
4u,6.319673916140657e-05
4x,1.39644168647605e-05
4x1,2.4832298246572298e-05
4x4,6.99487428637423e-05
4x6,2.8258478600920423e-05
4xl,2.8617559795745004e-05
50,0.014442794817728359
500,0.0002800698354566526
5000,1.437985488666326e-05
5000mg,3.9507759671364564e-05
500mg,1.7431734957016947e-05
500ml,1.956670103177682e-05
501,1.7476079631499765e-05
502,2.0659085720196552e-05
505,1.8785430770971625e-05
50ft,2.342647421604381e-05
50g,1.889737792935505e-05
50min,1.8311803819930835e-05
50ml,3.5430115260378835e-05
50mm,4.546218377880038e-05
50th,1.363425807494233e-05
51,0.003276500539745403
510,2.4122489092391916e-05
5108,1.5034426542873142e-05
512gb,9.837313289214252e-05
515,2.588743895988532e-05
519,1.3487068027052807e-05
51st,1.3940655561655198e-05
52,0.0024011112900003137
520,1.4417260215250732e-05
525,3.2456268538119166e-05
5280,4.4997746929341446e-05
53,0.0020323937471442913
530,1.7561065347158372e-05
535,1.4923703904466371e-05
54,0.0021082460344904216
540,2.6831962127575114e-05
54th,1.0227950901174213e-05
55,0.00815838017511404
550,1.2770009738988365e-05
557,1.08563438883169e-05
558,1.3717731248697725e-05
559,1.3717731248697725e-05
55th,2.401193000848971e-05
56,0.0025997981133198274
561,1.8022859568219816e-05
56th,2.9171260479886686e-05
57,0.0020990648589798524
575,1.138666050008596e-05
57th,2.6634702495485512e-05
58,0.001724796152002613
58th,4.281105628011285e-05
59,0.0017391445336541942
59ml,1.3071545554485131e-05
59th,1.9436201982248376e-05
5ct,1.8654785072392296e-05
5d,5.663071199356864e-05
5ft,9.58421793565499e-05
5g,0.00015987472167426978
5hr,1.4789200702268676e-05
5l,2.352116295350887e-05
5m,1.0106240989415238e-05
5ml,4.312173966186674e-05
5mm,0.00016902254253341802
5oz,0.00012328663833069672
5pcs,4.358779447410674e-05
5s,1.0469786577313341e-05
5star,1.1526403241543326e-05
5th,0.00015742281304537045
5w,2.3924951100587448e-05
5x,2.480840852276999e-05
5x1,1.241004706250299e-05
5xl,8.36447185747445e-05
60,0.010411935879753498
600,8.2229232958957e-05
6000,1.5900591952520862e-05
6000mg,1.6323558260247176e-05
600mg,2.9632924100312643e-05
601,2.382525789180303e-05
605,1.0289810522354341e-05
60ct,1.351999518795826e-05
60min,0.00010594261393534748
60mins,1.5810285987100076e-05
60ml,1.3137141200440425e-05
60pcs,1.6355631791434617e-05
60th,1.4233862568021936e-05
61,0.0016174341157055962
610,1.6313134927999923e-05
612,1.1959573042648728e-05
614,1.0605866669944509e-05
615,1.5544519976494017e-05
617,1.8158035300602093e-05
618,1.6159938001188978e-05
619,1.6930369495456976e-05
61st,1.9568683678661847e-05
62,0.0015156422983186263
620,5.520322386836654e-05
625,1.9955485003394e-05
63,0.0014248992944469133
630,1.6822399040588752e-05
63rd,2.4505401943446764e-05
64,0.002636341554385346
640,1.6819265337012374e-05
649,1.6002826292130733e-05
64gb,0.0001511172758131382
64th,1.3857467490397887e-05
65,0.0015537324381267124
650,1.8612601366310763e-05
65th,1.9704325583752507e-05
66,0.0013149616361924942
660,1.4870940180984784e-05
67,0.0012616085455237215
67th,1.0086612967741395e-05
68,0.001166688378232911
69,0.0012205474546245138
699,1.440545220905876e-05
6ct,1.2167311508151805e-05
6d,7.776516469383057e-05
6ft,0.00011039225050335251
6g,1.2265360958359721e-05
6l,1.4183510058854585e-05
6mm,0.00019113988048230797
6oz,5.3787843299805785e-05
6pc,5.433130991287464e-05
6pcs,5.70379672365799e-05
6s,3.833222181046311e-05
6th,0.00011618931434103849
6v,1.5426148036673246e-05
6x4mm,1.26008362068258e-05
6x6,1.2220876128471296e-05
70,0.0017750321675788728
700,3.5113923406862294e-05
702,2.3805347680487732e-05
70mm,1.896492722881576e-05
71,0.0008905778091289386
71st,1.4722430195322296e-05
72,0.0009460951071252799
720,1.681473634990392e-05
72ft,3.4480930695704805e-05
72nd,2.1739529239382953e-05
73,0.001141099475702039
730,1.1610351226707707e-05
733,1.1196919062862143e-05
737,1.2677027502089464e-05
74,0.0008907278450645316
747,1.0791099506320547e-05
75,0.0019279133844730479
750,3.195841373954001e-05
7500mg,1.5965541713373148e-05
750mg,3.868302163881223e-05
750ml,3.45622260905652e-05
750w,1.011353817276123e-05
75min,1.3867529042999216e-05
75ml,1.5329974923683398e-05
75th,1.0425206157256293e-05
75w,1.0197510786498446e-05
76,0.0008807677847402237
76th,1.4735144429547354e-05
77,0.0007378237179907678
777,2.352041913212182e-05
77th,1.4428657179202226e-05
78,0.0011434414430360267
79,0.0007702328319669137
79th,1.9429357720405716e-05
7d,5.6251135779026505e-05
7fl,2.310830209065023e-05
7ft,3.732442326164599e-05
7ml,1.4437172100405969e-05
7mm,0.00011443327752119523
7oz,0.00015297422347209576
7pc,1.6375642702456666e-05
7pcs,2.9338011911270543e-05
7th,0.00010505918431644237
7x5mm,1.7281866319517143e-05
80,0.0015894531508883931
800,9.860902561250617e-05
8000,1.921584136562528e-05
800ml,2.7837497437823854e-05
800w,1.0963340574322626e-05
801,1.7212411491579387e-05
805,1.5765828544482778e-05
80s,2.183758592709149e-05
80th,2.4098666458928076e-05
81,0.000709800723338486
810,1.3734571539359218e-05
815,1.4557303288857742e-05
82,0.0010041707661452798
820,1.260477877063389e-05
823,1.5892198928567605e-05
83,0.0007892645027807618
832,1.2214365578384742e-05
835,1.3977900725110676e-05
84,0.0007691625029663814
85,0.0008334997498844019
850,2.3706643391554883e-05
85th,1.1116646489688814e-05
86,0.0008110410314724974
87,0.0007075999855740529
87th,1.9261462925898763e-05
88,0.0007347724430941666
888,1.1737022625987333e-05
888dreami,1.2496402941607544e-05
88lbs,1.43827495704918e-05
88th,1.5330087475220387e-05
89,0.0007815143035474734
8ct,1.8169363970575282e-05
8d,1.329331333040806e-05
8ft,6.017700671638355e-05
8gb,3.160723721263982e-05
8l,1.3655294763989703e-05
8mm,0.0001335234391078894
8oz,0.0001106073472352123
8pc,1.526549169869717e-05
8pcs,3.9184570267314446e-05
8pm,3.432267976990322e-05
8ppl,1.3283212116794142e-05
8th,0.00011464902172940184
8x,1.2854053675105684e-05
8x10,2.7433027453481965e-05
8x6mm,1.3698255954471366e-05
8x8,2.3159622381249815e-05
90,0.00411904292637852
900,4.450813879373684e-05
9000,1.1730721142285184e-05
901,1.6541598927562625e-05
904,1.283102146929218e-05
90l,1.0445163748313656e-05
90min,4.796231671025879e-05
90ml,1.6836005045278214e-05
90s,1.233729627894898e-05
91,0.000847130302720384
911,4.176632321023865e-05
912,4.498870634629942e-05
915,1.3535677328025449e-05
919,1.010816871916021e-05
92,0.0004139854140120998
921,1.2201229487501517e-05
925,0.000701437460260635
93,0.0003656213451917823
94,0.00039514710621259687
945,1.1556024843669266e-05
95,0.00033005682471165917
950,2.0966004509051948e-05
96,0.00023040571411788932
960,1.0317654048771829e-05
97,0.0001987880539178699
98,0.0002807213196243871
980,1.0185826766227957e-05
99,0.0003709153910132371
999,2.9184965802656824e-05
99for,1.1717995680816784e-05
9d,1.5068919214642607e-05
9ft,3.432866157195757e-05
9h,2.5378923110900053e-05
9mm,6.205611095499698e-05
9oz,2.7872748026694663e-05
9pcs,3.892746616866719e-05
9round,3.4694491908360315e-05
9th,8.42192084396913e-05
a1,7.482669176914082e-05
a7,1.3550446047639915e-05
aa,0.00015648630081209274
aaa,0.00011184314378463542
aag,9.757138617082979e-05
aaron,5.869900514992018e-05
ab,9.510904917810263e-05
abacus,1.0031937539784239e-05
abas,3.483187122493209e-05
abbey,1.7185577769183505e-05
abbie,1.3546142682556109e-05
abby,4.2074359545625434e-05
abc,6.265382982214202e-05
abdomen,0.0002523238828354909
abdominal,6.500372243476942e-05
abeauty,3.6446072277372174e-05
abella,1.511747568948576e-05
abeo,1.0714787692097403e-05
abercrombie,4.178080121796456e-05
abilene,3.131916309290809e-05
abilities,1.1752998958881885e-05
ablative,1.2853079260723578e-05
abloom,1.5759294748065567e-05
aboard,9.341070011177174e-05
about,0.00022517732369803088
above,0.00011917117361162611
abq,3.2200053831998236e-05
abreu,1.7366255275231864e-05
abril,1.413986329786569e-05
abroad,8.174462774099888e-05
abs,0.00013275037233893093
absolu,4.1522824625208267e-05
absolut,3.523629808414935e-05
absolute,0.0002070185855340988
absorbent,0.00010333177431359572
abstract,3.5205920864839595e-05
abundance,2.8367032941570378e-05
abundant,5.288506114797515e-05
abutment,1.1372485040463928e-05
abutments,1.988266257720509e-05
abuzz,1.2127403934911996e-05
aby,1.2230692392261947e-05
ac,0.0003202131454647826
aca,2.685570563101823e-05
acacia,0.00010371021364355006
academic,5.124728052535238e-05
academy,0.0015004938633354458
acadia,2.266286143129341e-05
acai,7.870610852748618e-05
acapulco,2.01095205200163e-05
accel,2.2838480688699857e-05
accelerate,1.2056742266915116e-05
accelerated,2.7202748358876063e-05
accelerator,1.0006785197029296e-05
accent,0.00017954393429700199
accents,2.4134762879959575e-05
accentuated,1.9872983210910863e-05
access,0.0007290768912225724
accessible,1.2757782097217721e-05
accessories,0.0002853551815849607
accessory,9.94506934431848e-05
accolades,3.517133950919989e-05
accordion,1.4307974049536472e-05
account,3.1637694020004466e-05
accounting,4.6472904743239405e-05
accredited,5.2433119248821806e-05
accuracy,1.1834879285092659e-05
accurate,2.3713898304063325e-05
acdelco,2.569008481987847e-05
ace,8.646117021351636e-05
aceable,2.3344721692604097e-05
aceableagent,3.7322925404984514e-05
acer,2.0391340460079445e-05
ache,1.1552634912431095e-05
aches,1.6143903229182048e-05
achi,1.4982015213248267e-05
achieve,0.0038592453085048994
achieving,0.000649991575419934
acid,0.00046286975785661495
acne,0.0013266349541311815
acorn,1.5080796014675038e-05
acoustic,2.2590217544100893e-05
acqua,7.863407969062096e-05
acre,5.083037113442848e-05
acres,5.745721563403158e-05
across,0.00014369869183235783
acrylic,0.0003553793120335829
acrylics,3.1872189315303135e-05
acs,2.3528621092404865e-05
act,5.671188236586243e-05
acting,8.213384166332692e-05
action,0.0002630381116364644
activate,2.045183001851119e-05
activated,6.356937549451654e-05
activation,4.466439986215628e-05
active,0.000269527942562906
activewear,1.900603372816442e-05
activities,0.00017091476507203864
activity,0.00019096497681437118
actors,1.5928094052643258e-05
acu,3.532730047447804e-05
acuiderm,1.960104489123392e-05
aculaser,2.6606720844530966e-05
acupressure,0.00013719268088352728
acupuncture,0.0015928298399967803
ad,2.356062659666283e-05
ada,2.4341533431766162e-05
adagio,4.216886342193079e-05
adam,3.066900344298245e-05
adams,3.3848377130824255e-05
adapter,0.00017795159179597605
adaptive,5.110651423922228e-05
adbiyas,1.1622365540197561e-05
adcardetail,2.3907369699297858e-05
add,0.0010601574290989685
added,7.092783612774906e-05
addict,1.7014171977286148e-05
addiction,7.789952445843159e-05
addicts,1.5834010051444795e-05
adding,2.4699948882584104e-05
addis,1.752071823805389e-05
addison,3.275966187207906e-05
additional,4.67354045101659e-05
address,3.5972694434833646e-05
addressing,2.4828314588513503e-05
addyct,2.683345125309732e-05
adhd,1.260293768668449e-05
adhesive,0.00012207200990013036
adidas,3.522200097197654e-05
adina,3.200184612684084e-05
adirondack,6.176020985640194e-05
adjust,1.4026949732122584e-05
adjustable,0.0010628837754888118
adjustment,0.00035508216055614255
adjustments,0.0009148022069275858
administered,1.4743091888277133e-05
administration,1.172923158263892e-05
admire,3.8135336240638224e-05
admission,0.001789446886992088
admissions,0.00022431567995585122
adobe,2.726437697622837e-05
adodd,3.7089737252603e-05
adolfo,0.00010318968530865451
ador,2.3427002884726452e-05
adora,1.0523659736812046e-05
adorable,1.713120289162475e-05
adore,0.00010629525378244354
adores,1.0954894308585173e-05
adorn,2.828580414199326e-05
adrenaline,0.00012459322327755705
adriana,1.7611464008621556e-05
adrienne,1.969405230743354e-05
adult,0.0007261082650425284
adults,0.0006152101218172834
aduro,4.2256965099337323e-05
advance,8.339800412314683e-05
advanced,0.0017000181793306206
advancedyou,1.30527718087219e-05
advancement,3.470062490095385e-05
advantage,4.122674923059361e-05
advatx,1.1050389104227887e-05
advent,3.074785085882909e-05
adventure,0.0022731933386484706
adventurer,1.7507606117332235e-05
adventurers,1.2203138897044011e-05
adventures,0.0008811875445061388
adventureworks,1.3905573589258738e-05
adventurous,0.00011649994329897171
advertising,1.5875872515733803e-05
advice,1.456107937346731e-05
advisor,3.692216134804289e-05
advocate,1.3505510706997132e-05
ady,2.6850572894413548e-05
aed,4.2180576112312755e-05
aedan,1.5907991406733664e-05
aegean,1.6539901003828525e-05
aeon,2.203086759885666e-05
aerial,0.0002816395880875229
aero,7.440200147287503e-05
aerobics,1.8866344410657595e-05
aerofusion,1.3033067466208781e-05
aerolase,4.474841959476461e-05
aes,5.96264594364472e-05
aesderma,1.210196167742653e-05
aesthete,1.148169211785768e-05
aesthetic,0.001360160292238974
aesthetica,8.611380479759649e-05
aesthetically,3.54931220631319e-05
aesthetician,1.750815885108908e-05
aestheticians,1.2649739353463503e-05
aesthetics,0.005402053377770416
aesthetiq,1.8484124345575436e-05
aesthetique,1.097082977190231e-05
aesthetix,6.024486091504473e-05
aeterna,1.7426406201681187e-05
aeunoia,2.055014494090874e-05
aevum,1.1047561459973618e-05
af,4.57990305525825e-05
affair,3.424038799449518e-05
affairs,1.5868971567632767e-05
affinity,2.7488983327704004e-05
affirm,2.8756246355138123e-05
