trigram,tfidf
nail salon manipedi,0.00010839679914411972
neck up to,0.00010166687693489774
new clients only,0.0002677773101235778
new customers only,0.00012787929072347412
new york city,0.00017869296162726728
noninvasive laser lipo,0.00021602885465488142
noninvasive laserilipo at,0.00012661437008810067
nonsurgical butt lift,0.00023148361148610258
of botox at,0.0001973975041615469
of botox for,0.00011117774023037818
of botox up,0.000112728681503063
of casual dining,0.0006822303465494876
of classic eyelash,0.00036895939869631324
of eyelash extensions,0.00037503399407259696
of golf at,0.003363436395913857
of house cleaning,0.0001751371865479525
of hybrid eyelash,0.00017553982300127051
of laser hair,0.0001419854989602649
of martial arts,0.00010086661621579927
of one elevation,0.0001252575369783055
of pizza subs,0.00010408930784976906
of up to,0.0001476392328252331
of volume eyelash,0.00017613704204872332
off choose from,0.00011720818829067496
off custom lasik,0.0001072912579042356
off for an,0.0001263953740427109
off for glowing,0.00022574050226386005
off for one,0.00012531773920577914
off for radiant,0.00034480233965651804
off for refreshed,0.00011727499083385534
off for refreshing,0.00011204620265043244
off for rejuvenated,0.0001578988688684913
off for rejuvenating,0.0001280910782929616
off for silky,0.00011423490109070047
off for smooth,0.00023597242392435012
off for smoother,0.00017166667346671431
off for stunning,0.00033767409252893926
off for ultimate,0.00031963982323375876
off on antiaging,0.00020817646279758904
off on automotive,0.0001517859205699046
off on body,0.00013663187186517425
off on brazilian,0.0003736975120994841
off on carpet,0.00011373748156302044
off on cavitation,0.0001506140446895579
off on chemical,0.00015733740273857276
off on chiropractic,0.00012353310304293136
off on couples,0.0001900696143863378
off on deep,0.00020670676077754577
off on exfoliating,0.00010009081682008993
off on exterior,0.00015332951115962256
off on eyebrow,0.0003626524314007613
off on eyelash,0.000885756556290038
off on facial,0.0008048909334069286
off on full,0.0002485003667975021
off on hair,0.0002108089780480972
off on hot,0.0001111707955802692
off on house,0.00012945897411830367
off on hydrafacial,0.00028082298541289203
off on injection,0.0003255812351418596
off on laser,0.00032179000854018974
off on lipo,0.00013119574131668476
off on lymphatic,0.0001379754153549584
off on massage,0.00024065124554059413
off on microblading,0.00023846438332815128
off on microdermabrasion,0.00026600323069690104
off on microneedling,0.0003315029019717924
off on nail,0.00030563707715325616
off on oil,0.0002754225719173099
off on one,0.000235922620871481
off on online,0.00014950285738438238
off on permanent,0.00021009547552115567
off on radio,0.00017635685507163046
off on salon,0.0008865572736730622
off on spa,0.00022892013680284165
off on swedish,0.00018221529016832438
off on teeth,0.00019552436338126083
off on therapeutic,0.00011845311765244101
off on ultrasonic,0.00012275772152397238
off on waxing,0.0003878702687402507
off perfect for,0.00015690233656247916
off two options,0.00010126743578949422
offering one or,0.0001739756454605702
offering options for,0.00010702426108683845
offering up to,0.0025906791761512757
offers up to,0.00020511725236627382
oil and hot,0.00012186514839654909
oil change at,0.0004207410735989872
oil change oil,0.0001058055845071961
oil change services,0.00011919514850283117
oil change up,0.00034511691553666625
oil change with,0.0002738550358626511
on antiaging facial,0.0002032979001935746
on automotive window,0.0001032481016119964
on brazilian bikini,0.0003164991370493234
on carpet cleaning,0.0001115756645659178
on cavitation at,0.00014644180895085124
on chemical peel,0.00015733740273857276
on chiropractic services,0.00011203688766654867
on couples massage,0.00018677042229247896
on deep tissue,0.0001953456024423558
on eyebrow tinting,0.00013457721378125204
on eyelash extensions,0.0006932172134147824
on eyelash perm,0.00014837876875844124
on eyelash tinting,0.00011042010869757894
on facial at,0.0005798312668743003
on facial chosen,0.00013741296015054927
on food and,0.00011152428614016348
on full body,0.00023401437664101173
on hot stone,0.00010112059164076667
on house room,0.0001177559242494021
on hydrafacial at,0.00027087274695372464
on large area,0.00014010451894927933
on laser hair,0.00025213444837548946
on lipo noninvasive,0.00012531389362290947
on lymphatic drainage,0.0001351936576347482
on medium area,0.00014831578101737666
on microblading at,0.00023076075315843625
on microdermabrasion at,0.0002552364961563127
on microneedling at,0.0003244472556527319
on nail salon,0.00024203806257078729
on oil change,0.00027455214756171573
on one area,0.00017299564870423018
on one large,0.00021227686364918996
on one medium,0.000228470979901984
on one or,0.00016198828782999186
on one small,0.00035135888089411147
on permanent makeup,0.0002078865919021043
on radio frequency,0.00017635685507163046
on salon hair,0.0004516418559270899
on salon womens,0.00018926768026247646
on small area,0.0001908210804450797
on small medium,0.00016374884477796345
on spa salon,0.00013719204992011569
on swedish massage,0.0001761141287405504
on teeth whitening,0.00018465716484302965
on therapeutic massage,0.00011597719960240388
on ultrasonic fat,0.00010995424627438028
on waxing at,0.00026110076767880605
one 30 minute,0.0001236116488931686
one 60 minute,0.00031235470354952835
one 60minute couples,0.00010603445906113938
one 60minute deep,0.00017892017899049024
one 60minute facial,0.00019648025637738914
one 60minute massage,0.00014763909681085968
one 60minute swedish,0.0001632976430611822
one bikini wax,0.00010515181360176868
one brazilian or,0.00018362333182093477
one brazilian wax,0.000468554124492925
one brazilian waxing,0.00023481882339085
one chemical peel,0.00019728720546485104
one diamond microdermabrasion,0.00011594077381080026
one eyebrow lamination,0.00012987442071045588
one eyebrow threading,0.0001366627925445096
one eyebrow waxing,0.00012098085752990143
one eyelash lift,0.0003075241490658498
one eyelash tinting,0.00013148765254584826
one full set,0.0006600662290426525
one gel manicure,0.00010751455915244398
one ipl photofacial,0.0001642669861159963
one keratin treatment,0.00014508346803476568
one large area,0.0002475573784684082
one lash lift,0.00015097164677596814
one medium area,0.0002482998077271488
one mens haircut,0.0001590433642076558
one microblading session,0.0003486229174500776
one microdermabrasion treatment,0.00024082499088851994
one microneedling session,0.00012946878876078527
one microneedling treatment,0.0004343915454956654
one month of,0.0004109404157802412
one month unlimited,0.0001307880286858503
one or three,0.0008625874652035226
one or two,0.0015753858957326472
one session of,0.00019836735083497998
one small area,0.0003067789943010181
one syringe of,0.00042208986194521963
one teeth whitening,0.000150909315811992
one three or,0.00016878644543932183
one two or,0.0004557833308515782
one up to,0.00013414963103773025
one womens brazilian,0.00011035708853427925
online booking round,0.0033623271849326825
online diploma in,0.00010491946089541003
only up to,0.00019674046079239566
operation city quest,0.00015949592295427548
options and up,0.00015806171250550458
options for one,0.0004714737621948264
options for or,0.00013291096608195982
options for up,0.00027414106129166086
options offering up,0.00037975800085017025
options up to,0.0012186337060690132
options with up,0.0007870349341915831
or 100 restaurant,0.000333154257416543
or 40 units,0.0002978700175000972
or 60 units,0.00010416408939826467
or 90minute massage,0.0001418019481815077
or bikini wax,0.00011520653820809412
or bikini waxing,0.0003113076627374242
or deep tissue,0.0003048245673080818
or deeptissue massage,0.00010587070490939893
or four at,0.00012165843804109598
or four people,0.00011461233716365487
or four with,0.00010733092797114913
or full synthetic,0.00013176281653034234
or large area,0.00019964972422705814
or large areas,0.0001269464792456334
or partial highlights,0.00010673723938910026
or swedish massage,0.0001746637171957639
or three 60minute,0.00010555961251001979
or three sessions,0.0003503515078866617
or two at,0.00011904951394472484
or two people,0.00013109553546444396
or two sessions,0.0003283507635253585
or two up,0.00011314170848146064
or two with,0.00012014547249858847
outdoor photography session,0.00010162480818511169
package for one,0.0001370453029098139
package for two,0.00012210328198391986
package for up,0.00018281864559951423
package up to,0.00030543901289444323
packages up to,0.00011671123102997289
packages with up,0.0001184699413879458
pampering package at,0.00010364917581550287
park golf course,0.00011325860562157876
parking at city,0.00021480068792707326
parking at ipark,0.0001780067861634163
parking at lot,0.00010364058548334412
parking at mpg,0.0001570913423603483
parking at sp,0.00016973929061637157
parking at the,0.00011185828173441227
parking dailyhourly rates,0.002745326781043822
partial highlights style,0.00010404227811520269
party package for,0.00015976940480923074
pass for one,0.00011429312551629745
pedicure up to,0.00013106465167363318
peel up to,0.00018169430902789072
peels up to,0.00010353042849459283
people up to,0.00027734130939270494
people with up,0.0001303784480659503
permanent makeup at,0.00021383529975262805
person up to,0.00010773705687780848
personal training sessions,0.0001948693758608176
photography session with,0.00023932545152012587
pieces per eye,0.00011905837426494897
pizza cash back,0.00014715147151849237
pizza subs more,0.00010178592541703324
pm one ticket,0.0002706378391407869
private escape room,0.00018470271097098843
prp hair restoration,0.0001900724723877303
psychic readings by,0.00014643598555313903
radiant skin at,0.00016685247772049776
radiant skin with,0.00044980102823660516
radio frequency skin,0.00031762877731740654
rates available parking,0.002608731725236975
red light therapy,0.0004275536644314143
refresh your skin,0.00010347103161409604
rejuvenate your skin,0.00016663314731629752
relaxation up to,0.00010730233450973318
removal sessions at,0.00010742979275853792
removal sessions for,0.00020272454593333897
removal sessions on,0.0003095886933669798
removal treatments on,0.00013458875717705553
removal up to,0.00011763480733634302
rental for two,0.00011265468451519344
rental up to,0.00010682907031014704
replacement up to,0.00012911630795838257
reserve parking dailyhourly,0.002745326781043822
rest float spa,0.00017081658276324346
restaurant cash back,0.00021481553332943366
restaurant egift card,0.0003275729403926499
restore hyper wellness,0.00014701055761832718
restrictions apply experience,0.00012101664130469908
revitalize your skin,0.00019076506545932296
rf skin tightening,0.0001308747959520792
rnr tire express,0.00020268328965793378
room cleaning at,0.0001168397795601516
room hotel stay,0.00014187071664803776
room stay at,0.00011962619671340073
rooms up to,0.00011548505842198385
root touch up,0.00010465634643708049
round of golf,0.0033878214385922615
salon and day,0.00010222861465867245
salon and spa,0.0006165176598103925
salon and spas,0.00010965992535230516
salon beauty treatments,0.00013719204992011569
salon hair color,0.00032259560056735644
salon manipedi at,0.00010839679914411972
salon up to,0.00026361014947731204
salon womens haircut,0.0001936062750390732
save up to,0.0010852302571413624
saving up to,0.00038505246231600724
savings up to,0.00022420621753790673
scavenger hunt adventure,0.0001287509409945748
scavenger hunt for,0.00012797916767516871
scavenger hunt in,0.00017550090694228376
select showtimes amc,0.0011187636334455508
selfguided audio tour,0.00016518620344281026
selfguided driving audio,0.00011047909872416464
selfguided scavenger hunt,0.00018628668860685792
service up to,0.00017991510283881616
services offering up,0.00011158521919052071
services up to,0.0004309620141281612
services with options,0.00013860308067800939
services with up,0.0003747531439866003
session enhance your,0.00010689998734132702
session for one,0.0001687098153735965
session for two,0.00013560411251303207
session transform your,0.00015208430910400547
session up to,0.0009705001898606574
session with photo,0.00016737952277420955
session with touchup,0.00010335345352249748
session with up,0.00011654348899509877
sessions for one,0.00015403659841205504
sessions for small,0.00010083309825505404
sessions for up,0.0001910946068629623
sessions of laser,0.00015448044819417898
sessions offering up,0.000455777674585721
sessions on one,0.000628876582714292
sessions on small,0.00018171111825721292
sessions up to,0.0012593669231128312
sessions with options,0.00011607196927815064
sessions with up,0.0006656597065984936
set eyelash extensions,0.0001360899926433868
set of classic,0.0005222100024624424
set of eyelash,0.0003452606043270948
set of hybrid,0.00022962325216927172
set of mink,0.00010517587836394658
set of volume,0.0002376262469312989
set up to,0.00012987639440865687
shipping not included,0.0001903113784147167
showtimes amc classic,0.00022697491990925845
showtimes amc dinein,0.00012604190612091405
signature facial with,0.0001438000878637822
silky smooth skin,0.00018228520923215037
single process color,0.00017851015309058616
